"#",Jurisdiction,Lens ID,Publication Date,Application Number,Application Date,Title,Applicants,Owners,Cites Patent Count,Cited by Patent Count,CPC Classifications,IPCR Classifications,US Classifications
2550,AU,198-286-321-091-650,2021-09-23,AU 2020/211733 A,2020-01-24,Foamable polypropylene composition with excellent mechanical performance,ABU DHABI POLYMERS CO LTD BOROUGE;;BOREALIS AG,,0,0,C08L23/12;;C08L2203/14;;C08L2205/035;;C08L2205/24;;C08L2207/02;;C08L2310/00;;C08F210/06;;C08L23/14;;C08L23/12;;C08L23/16;;C08L23/06;;C08L23/0815;;C08K3/04;;C08K3/34;;C08J9/0061;;C08J9/08;;C08L2205/035;;C08L2207/02;;C08J2323/14,C08L23/12;;C08F210/06,
2551,EP,061-962-434-561-48X,2024-09-11,EP 23160379 A,2023-03-07,BIAXIALLY ORIENTED POLYPROPYLENE-BASED MULTILAYER FILM,BOREALIS AG,,21,0,B32B7/12;;C08J5/18;;B32B27/08;;B32B27/30;;B32B27/327;;B32B2250/03;;B32B2250/24;;B32B2250/242;;B32B2250/40;;B32B2270/00;;B32B2307/30;;B32B2307/31;;B32B2307/40;;B32B2307/408;;B32B2307/518;;B32B2307/54;;B32B2307/546;;B32B2307/558;;B32B2307/7166;;B32B2307/7376;;B32B2439/70;;B32B2571/00;;B32B7/023;;B32B7/027;;C08L23/04;;B32B2307/72,B32B7/023;;B32B7/027;;B32B7/12;;B32B27/08;;B32B27/30;;B32B27/32;;C08J5/18;;C08L23/04,
2552,US,127-203-050-343-702,2020-11-26,US 201916959628 A,2019-01-09,HETEROPHASIC POLYPROPYLENE COMPOSITION WITH HIGH FLEXIBILITY AND SOFTNESS,BOREALIS AG,BOREALIS AG (2020-05-18),3,5,C08L23/12;;C08L23/16;;C08L2203/10;;C08L2205/22;;C08L2207/02;;C08L2308/00;;C08L2314/06;;C08F210/06;;C08F4/65912;;C08F110/06;;C08F2420/07;;C08L23/16;;C08L23/12;;C08F210/16;;C08F210/02;;C08F4/6592;;C08F4/65927;;C08F2/001;;C08L2203/10;;C08L2205/22;;C08L2207/02;;C08L2308/00;;C08L2314/06;;C08F2500/17;;C08F4/65927;;C08F10/06;;C08F210/06;;C08F210/16;;C08L23/12;;C08L23/142;;C08L23/16;;C08F4/65927;;C08F10/06;;C08F210/06;;C08F210/16;;C08L23/142;;C08L23/16;;C08L2205/22;;C08L2207/02;;C08L2314/06,C08L23/14;;C08F4/6592;;C08F10/06;;C08F210/06;;C08F210/16;;C08L23/16,
2553,EP,031-232-153-289-720,2021-03-03,EP 16195587 A,2016-10-25,HETEROPHASIC POLYPROPYLENE COMPOSITION WITH IMPROVED MECHANICAL AND OPTICAL PROPERTIES,BOREALIS AG,,4,0,C08L23/12;;C08L2203/16;;C08L2205/02;;C08L2205/24;;C08L2207/02;;C08L2314/02;;C08L23/12;;C08K5/01;;C08K5/098;;C08L23/16;;C08L2203/16;;C08L2205/02;;C08L2205/24;;C08L2207/02;;C08L2314/02,C08L23/12;;C08K5/098;;C08L23/16;;C08L23/20,
2554,EP,048-151-847-546-958,2024-12-11,EP 23178495 A,2023-06-09,POLYPROPYLENE COMPOSITION HAVING INTUMESCENT FLAME RETARDANT AND IMPROVED UV STABILIZATION,BOREALIS AG,,7,0,C08K5/3435;;C08K5/34926;;C08K5/098;;C08K5/5205;;C08K3/32;;C08K7/14;;C08K5/0041;;C08K2003/321;;C08K3/04;;C08K5/0066;;C08K5/3462,C08K3/04;;C08K3/32;;C08K5/00;;C08K5/098;;C08K5/3435;;C08K5/3462;;C08K5/3492;;C08K5/52;;C08K7/14,
2555,EP,083-730-622-545-255,2022-09-07,EP 17737832 A,2017-07-14,HIGH FLOW AUTOMOTIVE EXTERIOR COMPOUNDS WITH EXCELLENT SURFACE APPEARANCE,BOREALIS AG,BOREALIS AG (2022-03-09),3,0,C08L23/12;;C08L23/142;;C08L2205/035;;C08L2207/02;;C08L23/12;;C08L23/14;;C08L23/30;;B29C45/0001;;B29K2023/12;;B29L2031/30;;C08K3/013;;C08K3/34;;C08K5/14;;C08L23/12;;C08L23/142;;C08L23/16;;C08L2205/035;;C08L2207/02,C08L23/12;;C08L23/14,
2556,EP,011-939-934-520-140,2014-02-12,EP 10801577 A,2010-12-21,BOPP-FILM,BOREALIS AG,,2,0,C08F110/06;;C08F4/65912;;C08F10/00;;C08F2410/01;;H01B3/441;;C08F10/06;;B32B27/32;;C08J5/18;;H01B3/44;;C08F110/06;;C08F4/65912;;C08F4/76;;C08F10/00;;C08F10/06;;C08F2410/01;;C08F2500/00;;C08L23/12;;H01B3/441,C08F110/06;;B32B27/32;;H01B3/44,
2557,WO,169-276-083-401-738,2018-02-01,EP 2017067878 W,2017-07-14,STIFF PROPYLENE COMPOSITION WITH GOOD DIMENSIONAL STABILITY AND EXCELLENT SURFACE APPEARANCE,BOREALIS AG,,18,4,C08L23/12;;C08L23/142;;C08L2205/035;;C08L2207/02;;C08L23/12;;C08L23/14;;C08L2207/02;;C08L23/142;;C08L23/12;;C08L2205/035;;C08F210/02;;C08F210/06;;C08F210/16;;C08F2500/12;;C08F2800/10;;C08K3/34;;C08K5/14;;C08L23/30;;C08L2205/03,C08L23/12;;C08L23/14,
2558,US,153-325-646-423-461,2024-12-05,US 202218699359 A,2022-10-17,SYNERGISTIC ß-NUCLEATING BLENDS OF DICARBOXYLIC ACIDS WITH CALCIUM SALTS OF FULLY SATURATED FATTY ACIDS,BOREALIS AG,BOREALIS AG (2024-02-08),0,0,C08J3/20;;C08K5/098;;C08K2201/014;;C08J2323/12;;C08K5/098;;C08K5/092;;C08L23/12;;C08K2201/014;;C08J2323/12;;C08J3/20;;C08J2323/12;;C08K5/092;;C08K5/098;;C08K2201/014,C08K5/092;;C08J3/20;;C08K5/098,
2559,CN,072-194-541-485-937,2012-11-28,CN 201180010174 A,2011-02-01,Stabilized polypropylene composition with improved lifetime and ageing properties,BOREALIS AG,,1,3,C08L23/10;;C08K5/0041;;C08K5/0083;;C08K5/3437;;C08L23/142,C08L23/12;;C08K3/00;;C08K3/22;;C08K3/26;;C08K3/30;;C08K5/00;;C08K5/098;;C08K5/3437;;C08L23/10,
2560,EP,135-529-565-040-698,2013-10-30,EP 10725677 A,2010-06-16,AUTOMOTIVE INTERIOR ARTICLE WITH REDUCED SMELL,BOREALIS AG,,4,0,C08L23/12;;C08K3/34;;C08K5/103;;C08K5/17;;C08K5/50;;C08L23/06;;C08L2205/02;;C08L2207/02;;C08L2308/00;;C08L23/12;;C08K3/34;;C08K5/103;;C08K5/17;;C08K5/50;;C08L23/06;;C08L2205/02;;C08L2207/02;;C08L2308/00,C08L23/12,
2561,EP,155-340-888-885-085,1998-12-02,EP 96116001 A,1996-10-05,Propylene polymers with reduced tendency to stress whitening,BOREALIS AG,BOREALIS AG (1998-11-25);;PCD POLYMERE AG (1998-09-09),5,2,C08L23/10;;C08L2205/02;;C08L23/10;;C08L2205/02,B29C45/00;;B29C47/00;;B29K23/00;;C08L23/00;;C08L23/10,
2562,EP,184-710-383-747-733,2015-06-24,EP 13005949 A,2013-12-19,Soft heterophasic polyolefin composition,BOREALIS AG,,25,11,C08L2203/18;;C08L2205/025;;C08L2207/02;;C08L2310/00;;F16L58/181;;F16L13/0272;;C08L23/14;;C08F210/06;;C08L2203/18;;C08L2205/025;;C08L2207/02;;C08L2310/00;;F16L58/181;;F16L13/0272;;C08L23/14,C08L23/14;;F16L58/10,
2563,EP,106-829-698-133-276,2022-09-14,EP 20177306 A,2020-05-29,UPGRADED HIGH GLOSS RECYCLING COMPOSITION,BOREALIS AG,BOREALIS AG (2022-03-09),9,0,C08L2207/20;;C08L23/12;;C08L2207/062;;Y02W30/62;;C08L23/08;;C08L23/12;;C08L2201/08;;C08L2205/025;;C08L2207/20;;C08L2310/00,C08L23/12,
2564,EP,103-425-906-162-291,2021-03-17,EP 17179125 A,2017-06-30,POLYOLEFIN COMPOSITION WITH IMPROVED SURFACE APPEARANCE,BOREALIS AG,,3,0,C08L23/12;;C08F110/06;;C08F210/06;;C08L2205/035;;C08L2207/02;;C08L2314/02;;C08F110/06;;C08F210/06;;C08L23/10;;C08L23/12;;C08L23/14;;C08L23/16;;C08L23/12;;C08L23/16;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L2314/02,C08L23/12;;C08F2/00;;C08K3/34;;C08L23/16,
2565,US,118-421-362-537-361,2018-07-19,US 201615736528 A,2016-06-27,FIBER REINFORCED POLYPROPYLENE COMPOSITION WITH HIGH STRAIN AT BREAK,BOREALIS AG,BOREALIS AG (2017-12-12),2,1,C08L23/142;;C08L2205/16;;C08L2205/03;;C08L2203/14;;C08L2207/02;;C08L23/142;;C08L2203/14;;C08L2205/03;;C08L2205/16;;C08L2207/02;;C08L23/12;;C08L51/06;;C08K7/14;;C08K7/14;;C08L23/12;;C08L23/14;;C08L23/142;;C08L51/06;;C08L2203/14;;C08L2205/03;;C08L2205/16;;C08L2207/02;;C08L23/12;;C08L23/142;;C08L51/06;;C08K7/14;;C08L23/14,C08K7/14;;C08L23/12;;C08L23/14,
2566,WO,186-200-807-803-35X,2014-06-26,EP 2013003686 W,2013-12-05,TRANSPARENT THIN WALL PACKAGING MATERIAL WITH IMPROVED STIFFNESS AND FLOWABILITY,BOREALIS AG,,0,12,C08L23/12;;C08L23/142;;C08L2205/02;;C08L2205/025;;C08L2207/02;;C08L2308/00;;C08L2314/02;;C08L23/10;;C08L19/00;;C08L23/12;;C08L23/142;;C08L2201/10;;C08L2205/02;;C08L2205/025;;C08L2207/02;;C08L2308/00;;C08L2314/00;;C08L2314/02,C08F2/00,
2567,EP,007-073-662-268-551,2018-03-28,EP 13802247 A,2013-12-05,TRANSPARENT THIN WALL PACKAGING MATERIAL WITH IMPROVED STIFFNESS AND FLOWABILITY,BOREALIS AG,,9,0,C08L23/12;;C08L23/142;;C08L2205/02;;C08L2205/025;;C08L2207/02;;C08L2308/00;;C08L2314/02;;C08L23/10;;C08L19/00;;C08L23/12;;C08L23/142;;C08L2201/10;;C08L2205/02;;C08L2205/025;;C08L2207/02;;C08L2308/00;;C08L2314/00;;C08L2314/02,C08F2/00;;C08F10/06;;C08L23/10;;C08L23/12;;C08L23/14,
2568,EP,107-663-026-784-286,2015-08-12,EP 12791186 A,2012-11-27,BLOW MOLDING MATERIAL,BOREALIS AG,,4,0,C08L23/10;;C08F210/06;;C08K3/34;;C08K5/0083;;C08L23/04;;C08L2205/02,C08L23/12;;C08L23/10;;C08L23/14,
2569,WO,175-320-151-974-283,2011-08-25,EP 2011000467 W,2011-02-01,STABILIZED POLYPROPYLENE COMPOSITION WITH IMPROVED LIFETIME AND AGEING PROPERTIES,BOREALIS AG;;RUEMER FRANZ,,8,6,C08L23/10;;C08K5/0041;;C08K5/0083;;C08K5/3437;;C08L23/142,C08L23/12;;C08K3/00;;C08K3/22;;C08K3/26;;C08K3/30;;C08K5/00;;C08K5/098;;C08K5/3437;;C08L23/10,
2570,WO,195-016-741-553-517,2024-12-19,EP 2024066187 W,2024-06-12,TITANIUM DIOXIDE-CONTAINING POLYPROPYLENE COMPOSITIONS FOR EXTERNAL ELEMENTS OF BIFACIAL PHOTOVOLTAIC MODULES,BOREALIS AG,,3,0,H10F19/804;;H10F19/85;;H10F77/488;;Y02E10/50,H01L31/049;;H01L31/048;;H01L31/054,
2571,US,106-120-716-714-501,2023-09-21,US 202118021444 A,2021-10-18,Polyolefin Composition Comprising Polypropylene Homopolymer and Recycled Plastic Material,BOREALIS AG,,0,1,C08J11/04;;C08J2323/12;;C08J2400/30;;C08J2423/06;;C08L23/12;;C08L2207/20;;Y02P20/143;;Y02W30/62;;C08L23/12;;B29B9/10;;B29B11/10;;C08J11/04;;C08J2323/12;;C08J2400/30;;C08J2423/06;;C08K7/14;;C08L23/06;;C08L2205/025;;C08L2207/20;;Y02P20/143;;Y02W30/62;;C08L23/12;;B29C48/022;;B29K2023/12;;C08K5/092;;C08K7/14;;C08K2201/004;;C08L2207/02;;C08L2207/20,C08L23/12;;B29C48/00;;C08K5/092;;C08K7/14,
2572,EP,019-392-174-677-86X,2023-10-18,EP 19174982 A,2019-05-16,POLYMER COMPOSITION FOR CABLE INSULATION,BOREALIS AG,BOREALIS AG (2022-03-09),2,0,C08L2203/202;;H01B3/441;;C08L2205/03;;C08L23/04;;C08L2207/02;;C08L23/06;;C08L23/12;;C08L23/16;;H01B3/448;;C08L2203/202;;C08L2205/03;;C08L2207/02;;B32B15/085;;B32B15/20;;B32B27/08;;B32B27/18;;B32B27/32;;B32B2270/00;;B32B2307/202;;B32B2307/206;;C08L23/06;;C08L2203/202;;C08L2205/03;;C08L2207/02;;H01B3/441;;H01B9/027,C08L23/06;;C08L23/04;;H01B3/44,
2573,EP,113-355-175-000-097,2020-04-15,EP 14719628 A,2014-04-22,POLYPROPYLENE COMPOSITION WITH IMPROVED IMPACT RESISTANCE FOR PIPE APPLICATIONS,ABU DHABI POLYMERS CO LTD BOROUGE LLC;;BOREALIS AG,,5,2,C08F210/06;;C08L23/142;;C08L2203/18;;C08L2205/025;;C08L2314/02;;F16L9/12;;C08L23/142;;C08F2/001;;C08F210/06;;C08F2500/12;;C08J3/20;;C08L2203/18;;C08L2205/025;;C08L2314/02;;F16L9/12;;C08L23/142;;C08J5/00;;C08L2203/18;;C08L2205/025;;C08F210/06;;B29B9/06;;B29K2023/06;;B29K2023/12;;B29K2105/0085;;B29K2105/0094;;B29K2995/0089;;C08J5/00;;C08J2323/14;;C08L23/142;;C08L2203/18;;C08L2205/025;;C08L2314/02;;F16L9/12,C08L23/14;;C08F2/00;;C08F210/06;;F16L9/12,
2574,US,072-420-486-128-250,2012-12-27,US 201013519630 A,2010-12-21,BOPP-FILM,GLOGER DIETRICH;;KLIMKE KATJA;;FIEBIG JOACHIM;;BOREALIS AG,BOREALIS AG (2012-06-28),0,12,C08F110/06;;C08F4/65912;;C08F10/00;;C08F2410/01;;H01B3/441;;C08F10/06;;B32B27/32;;C08J5/18;;H01B3/44;;C08F110/06;;C08F4/65912;;C08F4/76;;C08F10/00;;C08F10/06;;C08F2410/01;;C08F2500/00;;C08L23/12;;H01B3/441,C08F110/06;;C08F4/649;;C08L23/12,525/240;;526/351;;526/126
2575,US,075-625-011-588-964,2024-08-08,US 202218567638 A,2022-06-09,COMPOSITIONS DERIVED FROM POST-CONSUMER RECYCLATES BASED MATERIALS WITH LOW CRYSTALLIZATION TEMPERATURE,BOREALIS AG,BOREALIS AG (2024-01-25),0,0,C08L23/12;;C08L2203/18;;C08L2207/20;;Y02W30/62;;C08L23/12;;C08L23/16;;C08K3/013;;C08K3/26;;C08L2203/18;;C08L2207/20;;C08K2003/265;;Y02W30/62;;C08L23/12;;C08L2203/18;;C08L2205/02;;C08L2207/20,C08L23/12,
2576,EP,134-095-861-317-071,2023-02-08,EP 17821591 A,2017-12-19,POLYPROPYLENE COMPOSITION COMBINING LOW SEALING INITIATION TEMPERATURE AND HIGH MELTING TEMPERATURE,BOREALIS AG,BOREALIS AG (2022-03-09),3,0,C08F210/16;;C08L23/142;;C08L2203/162;;C08L2205/025;;C08L2314/02;;C08F210/16;;B32B27/32;;C08F2/001;;C08F2/01;;C08F4/6492;;C08F4/651;;C08F4/6546;;C08F210/06;;C08F210/08;;C08F2500/12;;C08J5/18;;C08L23/142;;C08L2203/162;;C08L2205/025;;C08L2314/02;;C08F2/001;;C08F4/651;;C08F210/06;;C08F210/08;;C08F210/16;;C08J5/18;;C08L23/142;;C08L23/142;;C08F2/001;;C08F2/34;;C08F210/06;;C08F210/16;;C08F2500/12;;C08J5/18;;C08L2203/162;;C08L2205/025;;C08L2314/02,C08F210/06;;C08F2/00;;C08F4/651;;C08F210/08;;C08F210/16;;C08J5/18;;C08L23/14,
2577,US,176-858-504-027-232,2019-10-10,US 201716464933 A,2017-12-19,POLYPROPYLENE COMPOSITION COMBINING LOW SEALING INITIATION TEMPERATURE AND HIGH MELTING TEMPERATURE,BOREALIS AG,BOREALIS AG (2019-05-20),2,0,C08F210/16;;C08L23/142;;C08L2203/162;;C08L2205/025;;C08L2314/02;;C08F210/16;;B32B27/32;;C08F2/001;;C08F2/01;;C08F4/6492;;C08F4/651;;C08F4/6546;;C08F210/06;;C08F210/08;;C08F2500/12;;C08J5/18;;C08L23/142;;C08L2203/162;;C08L2205/025;;C08L2314/02;;C08F2/001;;C08F4/651;;C08F210/06;;C08F210/08;;C08F210/16;;C08J5/18;;C08L23/142;;C08L23/142;;C08F2/001;;C08F2/34;;C08F210/06;;C08F210/16;;C08F2500/12;;C08J5/18;;C08L2203/162;;C08L2205/025;;C08L2314/02,C08L23/14;;C08F2/00;;C08F2/34;;C08F210/06;;C08F210/16;;C08J5/18,
2578,US,194-982-961-088-592,2019-08-27,US 201615736528 A,2016-06-27,Fiber reinforced polypropylene composition with high strain at break,BOREALIS AG,BOREALIS AG (2017-12-12),20,3,C08L23/142;;C08L2205/16;;C08L2205/03;;C08L2203/14;;C08L2207/02;;C08L23/142;;C08L2203/14;;C08L2205/03;;C08L2205/16;;C08L2207/02;;C08L23/12;;C08L51/06;;C08K7/14;;C08K7/14;;C08L23/12;;C08L23/14;;C08L23/142;;C08L51/06;;C08L2203/14;;C08L2205/03;;C08L2205/16;;C08L2207/02;;C08L23/12;;C08L23/142;;C08L51/06;;C08K7/14;;C08L23/14,C08K7/14;;C08L23/12;;C08L23/14;;C08L51/06,
2579,EP,114-477-759-842-871,2020-10-07,EP 14197547 A,2014-12-12,"Polypropylene films with improved sealing behaviour, especially in view of improved sealing properties",BOREALIS AG,,2,0,C08L23/14;;C08L2203/10;;C08L2203/162;;C08L2207/02;;C08L23/14;;B29C48/022;;B29C48/08;;C08L23/12;;C08L2203/10;;C08L2203/162;;C08L2207/02;;C08L23/12;;C08L23/16;;C08L2203/10;;C08L2203/162;;C08L2207/02;;C08J5/18;;C08L23/12;;C08L23/16;;C08L23/14;;B29C48/022;;B29C48/08;;B29K2023/12;;B29K2105/0085;;B65D65/40;;C08J5/18;;C08J2323/14;;C08J2423/08;;C08L23/12;;C08L2203/10;;C08L2203/162;;C08L2205/02;;C08L2207/02,C08L23/12;;B29C48/08;;C08L23/14,
2580,US,049-940-045-591-616,2019-11-26,US 201716464933 A,2017-12-19,Polypropylene composition combining low sealing initiation temperature and high melting temperature,BOREALIS AG,BOREALIS AG (2019-05-20),16,3,C08F210/16;;C08L23/142;;C08L2203/162;;C08L2205/025;;C08L2314/02;;C08F210/16;;B32B27/32;;C08F2/001;;C08F2/01;;C08F4/6492;;C08F4/651;;C08F4/6546;;C08F210/06;;C08F210/08;;C08F2500/12;;C08J5/18;;C08L23/142;;C08L2203/162;;C08L2205/025;;C08L2314/02;;C08F2/001;;C08F4/651;;C08F210/06;;C08F210/08;;C08F210/16;;C08J5/18;;C08L23/142;;C08L23/142;;C08F2/001;;C08F2/34;;C08F210/06;;C08F210/16;;C08F2500/12;;C08J5/18;;C08L2203/162;;C08L2205/025;;C08L2314/02,C08F2/34;;C08F2/00;;C08F210/06;;C08F210/16;;C08J5/18;;C08L23/14,
2581,EP,091-619-039-234-104,2021-12-01,EP 20177306 A,2020-05-29,UPGRADED HIGH GLOSS RECYCLING COMPOSITION,BOREALIS AG,BOREALIS AG (2022-03-09),4,6,C08L2207/20;;C08L23/12;;C08L2207/062;;Y02W30/62;;C08L23/08;;C08L23/12;;C08L2201/08;;C08L2205/025;;C08L2207/20;;C08L2310/00,C08L23/12,
2582,WO,138-177-595-303-172,2021-12-02,EP 2021060590 W,2021-04-22,UPGRADED HIGH GLOSS RECYCLING COMPOSITION,BOREALIS AG,,5,0,C08L23/12;;C08L2207/062;;C08L2207/20;;Y02W30/62;;C08L23/12;;C08L23/08;;C08L2201/08;;C08L2205/025;;C08L2207/20;;C08L2310/00,C08L23/12,
2583,US,075-712-563-771-885,2015-03-24,US 201013519630 A,2010-12-21,Bopp-film,GLOGER DIETRICH;;KLIMKE KATJA;;FIEBIG JOACHIM;;BOREALIS AG,BOREALIS AG (2012-06-28),11,3,C08F110/06;;C08F4/65912;;C08F10/00;;C08F2410/01;;H01B3/441;;C08F10/06;;B32B27/32;;C08J5/18;;H01B3/44;;C08F110/06;;C08F4/65912;;C08F4/76;;C08F10/00;;C08F10/06;;C08F2410/01;;C08F2500/00;;C08L23/12;;H01B3/441,C08F10/06;;C08F4/659;;C08F4/76;;C08F10/00;;C08F110/06;;C08L23/12;;H01B3/44,526/351;;526/192;;526/237;;526/348
2584,EP,144-161-034-315-262,2019-09-04,EP 15732751 A,2015-07-06,NUCLEATED PHTHALATE-FREE PP HOMOPOLYMERS FOR MELT-BLOWN FIBERS,BOREALIS AG,,6,0,C08J3/226;;C08J2323/12;;C08L23/12;;C08L2203/12;;C08L2205/025;;C08L2205/24;;D01D5/0985;;D01F1/10;;D01F6/06;;D04H1/4291;;D04H1/56;;C08L23/12;;C08J3/226;;C08J2323/12;;C08K5/0083;;C08L2203/12;;C08L2205/025;;C08L2205/24;;D01D5/0985;;D01F1/10;;D01F6/06;;D04H1/4291;;D04H1/56;;C08L23/12;;C08F2/001;;C08F4/651;;C08F210/06;;C08J3/226;;C08J2323/12;;C08K5/0083;;C08L2203/12;;C08L2205/025;;C08L2205/24;;D01D5/0985;;D01F1/10;;D01F6/06;;D04H1/4291;;D04H1/54;;D04H1/56;;D10B2321/022;;C08L23/12;;C08J3/226;;C08J2323/12;;C08K5/0083;;C08L2203/12;;C08L2205/025;;C08L2205/24;;D01D5/0985;;D01F1/10;;D01F6/06;;D04H1/42;;D04H1/4291;;D04H1/54;;D04H1/56;;D10B2321/022,C08L23/12;;C08J3/22;;C08K5/00;;D01D5/098;;D01F1/10;;D01F6/06;;D04H1/42;;D04H1/4291;;D04H1/54;;D04H1/56,
2585,US,161-909-723-289-657,2013-09-26,US 201113823249 A,2011-09-12,HIGH FLOW AND STIFF POLYMER MATERIAL WITH GOOD TRANSPARENCY AND IMPACT PROPERTIES,KOCK CORNELIA;;GREIN CHRISTELLE;;PRADES FLORAN;;BOREALIS AG,BOREALIS AG (2013-02-10),1,5,C08L23/10;;C08F210/06;;C08K5/0083;;C08L23/06;;C08L23/0815;;C08L23/12;;C08L23/16;;C08L2205/025;;C08L2205/03;;C08L2205/035;;C08L2207/02;;C08L2308/00;;C08L23/14;;C08F210/06;;C08K5/0083;;C08L23/06;;C08L23/0815;;C08L23/10;;C08L23/12;;C08L23/16;;C08L2205/025;;C08L2205/03;;C08L2205/035;;C08L2207/02;;C08L2308/00;;C08L2666/04,C08L23/14,524/528;;525/240
2586,US,137-095-430-488-492,2022-07-21,US 202017607059 A,2020-04-28,PROCESS FOR PREPARING A CAP OR CLOSURE,BOREALIS AG,BOREALIS AG (2021-11-16),0,0,C08F210/06;;C08L2205/025;;C08L2205/03;;C08L2205/06;;C08L2205/24;;C08L2308/00;;C08L2314/02;;C08K5/0083;;C08L23/142;;B29C45/0001;;B29C45/7207;;B29K2023/12;;B29L2031/56;;C08F110/06;;B29C48/00;;B29C45/46,B29C45/00;;B29C45/72;;C08F110/06,
2587,EP,118-907-462-596-078,2013-03-06,EP 10724387 A,2010-05-28,"AUTOMOTIVE MATERIAL WITH EXCELLENT FLOW, HIGH STIFFNESS, EXCELLENT DUCTILITY AND LOW CLTE",BOREALIS AG,,4,0,C08L23/16;;C08F2/001;;C08F4/6543;;C08F210/06;;C08L23/04;;C08L23/0815;;C08L23/10;;C08L23/12;;C08L2205/02;;C08L2207/02;;C08L23/16;;C08L23/04;;C08L23/0815;;C08L23/10;;C08L23/12;;C08L2205/02;;C08L2207/02,C08K3/00;;C08L23/10;;C08L23/12,
2588,EP,184-342-374-254-359,2020-07-15,EP 17835659 A,2017-12-19,POLYPROPYLENE COMPOSITION COMBINING LOW SEALING INITIATION TEMPERATURE AND HIGH MELTING TEMPERATURE,BOREALIS AG,,4,0,C08J5/18;;B32B27/08;;B32B27/32;;B32B27/327;;B32B2250/242;;B32B2307/31;;B32B2439/46;;B32B2439/70;;C08F210/06;;C08J2323/14;;C08L23/12;;C08L2205/025;;C08L23/14;;B32B27/32;;C08F2/001;;C08F2/38;;C08F4/6492;;C08F4/651;;C08F4/6546;;C08F210/06;;C08F210/08;;C08F210/16;;C08J5/18;;C08J2323/14;;C08L2205/025;;C08L2314/02;;B32B27/327;;C08F2/001;;C08F210/06;;C08J5/18;;C08F210/06;;C08F2/34;;C08F120/02;;C08F210/08;;C08L23/14;;C08L23/18,C08F210/06;;B32B27/32;;C08F2/00;;C08F4/651;;C08F210/08;;C08F210/16;;C08J5/18,
2589,WO,026-659-041-144-895,2020-11-05,EP 2020061795 W,2020-04-28,PROCESS FOR PREPARING A CAP OR CLOSURE,BOREALIS AG,,16,1,C08F210/06;;C08L2205/025;;C08L2205/03;;C08L2205/06;;C08L2205/24;;C08L2308/00;;C08L2314/02;;C08K5/0083;;C08L23/142;;B29C45/0001;;B29C45/7207;;B29K2023/12;;B29L2031/56;;C08F110/06;;B29C48/00;;B29C45/46,C08F210/06;;B65D41/00;;C08F4/646;;C08F4/651;;C08F4/654;;C08K5/00;;C08L23/14,
2590,CN,052-603-555-711-973,2023-01-31,CN 202180037311 A,2021-04-22,Modified high gloss recycling composition,BOREALIS AG,,3,0,C08L23/12;;C08L2207/062;;C08L2207/20;;Y02W30/62;;C08L23/12;;C08L23/08;;C08L2201/08;;C08L2205/025;;C08L2207/20;;C08L2310/00,C08L23/12,
2591,WO,068-590-867-232-753,2018-07-05,EP 2017083486 W,2017-12-19,POLYPROPYLENE COMPOSITION COMBINING LOW SEALING INITIATION TEMPERATURE AND HIGH MELTING TEMPERATURE,BOREALIS AG,,14,6,C08F210/16;;C08L23/142;;C08L2203/162;;C08L2205/025;;C08L2314/02;;C08F210/16;;B32B27/32;;C08F2/001;;C08F2/01;;C08F4/6492;;C08F4/651;;C08F4/6546;;C08F210/06;;C08F210/08;;C08F2500/12;;C08J5/18;;C08L23/142;;C08L2203/162;;C08L2205/025;;C08L2314/02;;C08F2/001;;C08F4/651;;C08F210/06;;C08F210/08;;C08F210/16;;C08J5/18;;C08L23/142;;C08L23/142;;C08F2/001;;C08F2/34;;C08F210/06;;C08F210/16;;C08F2500/12;;C08J5/18;;C08L2203/162;;C08L2205/025;;C08L2314/02,C08F210/06;;C08F2/00;;C08F4/651;;C08F210/08;;C08F210/16;;C08J5/18,
2592,WO,165-903-270-299-825,2018-07-05,EP 2017083463 W,2017-12-19,POLYPROPYLENE COMPOSITION COMBINING LOW SEALING INITIATION TEMPERATURE AND HIGH MELTING TEMPERATURE,BOREALIS AG,,15,2,C08J5/18;;B32B27/08;;B32B27/32;;B32B27/327;;B32B2250/242;;B32B2307/31;;B32B2439/46;;B32B2439/70;;C08F210/06;;C08J2323/14;;C08L23/12;;C08L2205/025;;C08L23/14;;B32B27/32;;C08F2/001;;C08F2/38;;C08F4/6492;;C08F4/651;;C08F4/6546;;C08F210/06;;C08F210/08;;C08F210/16;;C08J5/18;;C08J2323/14;;C08L2205/025;;C08L2314/02;;B32B27/327;;C08F2/001;;C08F210/06;;C08J5/18;;C08F210/06;;C08F2/34;;C08F120/02;;C08F210/08;;C08L23/14;;C08L23/18,C08F210/06;;B32B27/32;;C08F2/00;;C08F4/651;;C08F210/08;;C08F210/16;;C08J5/18,
