"#",Jurisdiction,Lens ID,Publication Date,Application Number,Application Date,Title,Applicants,Owners,Cites Patent Count,Cited by Patent Count,CPC Classifications,IPCR Classifications,US Classifications
527,EP,039-741-147-124-942,2011-11-02,EP 09796249 A,2009-12-21,POLYPROPYLENE NONWOVEN FIBERS AND FABRICS AND METHODS FOR MAKING SAME,EXXONMOBIL CHEM PATENTS INC,,0,0,B32B5/26;;B32B5/02;;B32B5/022;;B32B5/028;;B32B5/04;;B32B5/06;;B32B5/08;;B32B5/22;;B32B25/042;;B32B25/10;;B32B25/12;;B32B25/14;;B32B27/08;;B32B27/12;;B32B27/18;;B32B27/20;;B32B27/302;;B32B27/304;;B32B27/306;;B32B27/32;;B32B27/322;;B32B27/34;;B32B27/36;;B32B27/365;;B32B27/40;;B32B2260/023;;B32B2260/046;;B32B2262/02;;B32B2262/0215;;B32B2262/023;;B32B2262/0238;;B32B2262/0253;;B32B2262/0261;;B32B2262/0276;;B32B2262/0292;;B32B2262/04;;B32B2262/067;;B32B2262/12;;B32B2262/14;;B32B2270/00;;B32B2274/00;;B32B2307/50;;B32B2307/514;;B32B2307/54;;B32B2307/718;;B32B2432/00;;B32B2437/00;;B32B2535/00;;B32B2555/00;;B32B2555/02;;C08F10/06;;C08F110/06;;C08F210/16;;D01D5/0985;;D01F6/06;;Y10T442/10;;Y10T442/608;;Y10T442/66;;Y10T442/681;;D04H1/56;;B32B5/02;;B32B5/022;;B32B5/028;;B32B5/04;;B32B5/06;;B32B5/08;;B32B5/22;;B32B5/26;;B32B25/042;;B32B25/10;;B32B25/12;;B32B25/14;;B32B27/08;;B32B27/12;;B32B27/18;;B32B27/20;;B32B27/302;;B32B27/304;;B32B27/306;;B32B27/32;;B32B27/322;;B32B27/34;;B32B27/36;;B32B27/365;;B32B27/40;;B32B2260/023;;B32B2260/046;;B32B2262/02;;B32B2262/0215;;B32B2262/023;;B32B2262/0238;;B32B2262/0253;;B32B2262/0261;;B32B2262/0276;;B32B2262/0292;;B32B2262/04;;B32B2262/067;;B32B2262/12;;B32B2262/14;;B32B2270/00;;B32B2274/00;;B32B2307/50;;B32B2307/514;;B32B2307/54;;B32B2307/718;;B32B2323/10;;B32B2432/00;;B32B2437/00;;B32B2535/00;;B32B2555/00;;B32B2555/02;;C08F10/06;;C08F110/06;;C08F210/16;;D01D5/0985;;D01F6/06;;D04H1/4291;;D04H1/724;;Y10T442/10;;Y10T442/608;;Y10T442/66;;Y10T442/681,C08F10/06;;B32B27/32;;D01F6/06,
528,CN,087-078-462-610-679,2012-08-08,CN 200880120435 A,2008-10-20,Isotactic polypropylene produced from supercritical polymerization process,EXXONMOBIL CHEM PATENTS INC;;EXXONMOBIL RES & ENG CO,,0,0,C08F110/06;;C08F4/65908;;C08F4/65912;;C08F10/00;;C08F10/06;;Y02P20/54;;C08F110/06;;C08F4/65908;;C08F4/65912;;C08F10/00;;C08F10/06;;Y02P20/54,C08F110/06;;C08F2/06;;C08F4/6592,
529,EP,054-857-186-050-155,2019-05-29,EP 17831458 A,2017-04-19,"POLYPROPYLENE NONWOVEN FIBERS, FABRICS AND METHODS FOR MAKING SAME",EXXONMOBIL CHEMICAL PATENTS INC,,0,0,D01F6/46;;B32B5/022;;B32B5/028;;B32B5/08;;B32B5/26;;B32B25/10;;B32B25/12;;B32B25/14;;B32B25/16;;B32B25/18;;B32B25/20;;B32B27/12;;B32B27/285;;B32B27/306;;B32B27/32;;B32B27/34;;B32B27/40;;B32B2260/023;;B32B2260/046;;B32B2262/0207;;B32B2262/023;;B32B2262/0238;;B32B2262/0253;;B32B2262/0261;;B32B2262/0284;;B32B2262/0292;;B32B2262/04;;B32B2262/062;;B32B2262/067;;B32B2262/12;;B32B2270/00;;B32B2274/00;;B32B2307/51;;B32B2307/54;;B32B2307/736;;B32B2432/00;;B32B2437/00;;B32B2535/00;;B32B2555/02;;D01D5/0985;;D01F6/30;;D04H3/007;;D04H3/14;;D01F6/06;;B32B5/022;;B32B5/26;;B32B2262/0253;;D01D5/08;;D01D5/0985;;D01F6/30;;D01F6/46;;D04H3/007;;D10B2321/022,D04H1/544;;D04H1/4291,
530,CN,124-109-617-761-340,2014-08-20,CN 200980155668 A,2009-12-21,Polypropylene Nonwoven Fibers And Fabrics And Methods For Making Same,EXXONMOBIL CHEM PATENTS INC,,0,0,B32B5/26;;B32B5/02;;B32B5/022;;B32B5/028;;B32B5/04;;B32B5/06;;B32B5/08;;B32B5/22;;B32B25/042;;B32B25/10;;B32B25/12;;B32B25/14;;B32B27/08;;B32B27/12;;B32B27/18;;B32B27/20;;B32B27/302;;B32B27/304;;B32B27/306;;B32B27/32;;B32B27/322;;B32B27/34;;B32B27/36;;B32B27/365;;B32B27/40;;B32B2260/023;;B32B2260/046;;B32B2262/02;;B32B2262/0215;;B32B2262/023;;B32B2262/0238;;B32B2262/0253;;B32B2262/0261;;B32B2262/0276;;B32B2262/0292;;B32B2262/04;;B32B2262/067;;B32B2262/12;;B32B2262/14;;B32B2270/00;;B32B2274/00;;B32B2307/50;;B32B2307/514;;B32B2307/54;;B32B2307/718;;B32B2432/00;;B32B2437/00;;B32B2535/00;;B32B2555/00;;B32B2555/02;;C08F10/06;;C08F110/06;;C08F210/16;;D01D5/0985;;D01F6/06;;Y10T442/10;;Y10T442/608;;Y10T442/66;;Y10T442/681;;D04H1/56;;B32B5/02;;B32B5/022;;B32B5/028;;B32B5/04;;B32B5/06;;B32B5/08;;B32B5/22;;B32B5/26;;B32B25/042;;B32B25/10;;B32B25/12;;B32B25/14;;B32B27/08;;B32B27/12;;B32B27/18;;B32B27/20;;B32B27/302;;B32B27/304;;B32B27/306;;B32B27/32;;B32B27/322;;B32B27/34;;B32B27/36;;B32B27/365;;B32B27/40;;B32B2260/023;;B32B2260/046;;B32B2262/02;;B32B2262/0215;;B32B2262/023;;B32B2262/0238;;B32B2262/0253;;B32B2262/0261;;B32B2262/0276;;B32B2262/0292;;B32B2262/04;;B32B2262/067;;B32B2262/12;;B32B2262/14;;B32B2270/00;;B32B2274/00;;B32B2307/50;;B32B2307/514;;B32B2307/54;;B32B2307/718;;B32B2323/10;;B32B2432/00;;B32B2437/00;;B32B2535/00;;B32B2555/00;;B32B2555/02;;C08F10/06;;C08F110/06;;C08F210/16;;D01D5/0985;;D01F6/06;;D04H1/4291;;D04H1/724;;Y10T442/10;;Y10T442/608;;Y10T442/66;;Y10T442/681,C08F10/06;;B32B27/32;;D01F6/06,
531,US,015-645-387-752-680,2020-01-09,US 201716307516 A,2017-04-19,"Polypropylene Nonwoven Fibers, Fabrics and Methods for Making Same",EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2018-12-06),0,1,D01F6/46;;B32B5/022;;B32B5/028;;B32B5/08;;B32B5/26;;B32B25/10;;B32B25/12;;B32B25/14;;B32B25/16;;B32B25/18;;B32B25/20;;B32B27/12;;B32B27/285;;B32B27/306;;B32B27/32;;B32B27/34;;B32B27/40;;B32B2260/023;;B32B2260/046;;B32B2262/0207;;B32B2262/023;;B32B2262/0238;;B32B2262/0253;;B32B2262/0261;;B32B2262/0284;;B32B2262/0292;;B32B2262/04;;B32B2262/062;;B32B2262/067;;B32B2262/12;;B32B2270/00;;B32B2274/00;;B32B2307/51;;B32B2307/54;;B32B2307/736;;B32B2432/00;;B32B2437/00;;B32B2535/00;;B32B2555/02;;D01D5/0985;;D01F6/30;;D04H3/007;;D04H3/14;;D01F6/06;;B32B5/022;;B32B5/26;;B32B2262/0253;;D01D5/08;;D01D5/0985;;D01F6/30;;D01F6/46;;D04H3/007;;D10B2321/022,D01F6/06;;B32B5/02;;B32B5/26;;D01F6/30;;D01F6/46;;D04H3/007,
532,US,087-110-483-218-235,2021-01-21,US 202016928806 A,2020-07-14,Ultra-Soft Impact Copolymer Polypropylene with Nanostructured Morphology,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2019-10-03),0,0,C08L23/12;;C08L23/20;;C08L2207/02;;C08L2207/10;;C08L23/12;;C08L23/20,C08L23/12;;C08L23/20,
533,EP,084-696-572-485-847,2021-05-26,EP 18809831 A,2018-04-27,HIGH MELT STRENGTH POLYPROPYLENE WITH HIGH STIFFNESS AND CLARITY,EXXONMOBIL CHEMICAL PATENTS INC,,2,0,C08K5/14;;B29C44/50;;B29C44/54;;B29C48/0012;;B29C48/0017;;B29K2023/12;;C08F210/06;;C08F10/06;;C08F2/38;;C08F210/06;;C08F2500/12;;C08J9/04;;C08J2323/10;;C08L23/14;;B29C48/0012;;B29C48/022;;B29K2023/12;;B29K2105/0067;;C08L23/0815;;C08L2201/10;;C08L2203/30;;C08L2314/02,C08L23/14,
534,CN,157-700-664-836-646,2010-12-29,CN 200880120435 A,2008-10-20,Isotactic polypropylene produced from supercritical polymerization process,EXXONMOBIL CHEM PATENTS INC;;EXXONMOBIL RES & ENG CO,,0,7,C08F110/06;;C08F4/65908;;C08F4/65912;;C08F10/00;;C08F10/06;;Y02P20/54;;C08F110/06;;C08F4/65908;;C08F4/65912;;C08F10/00;;C08F10/06;;Y02P20/54,C08F110/06;;C08F2/06;;C08F4/6592,
535,US,059-846-439-731-177,2008-10-21,US 7535305 A,2005-03-08,Articles made from graft-modified polymers based on novel propylene ethylene copolymers,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2008-07-24),32,6,C08F255/00;;C08F8/50;;C08F210/06;;C08F255/02;;C08F2800/20;;C08L23/16;;C08L51/06;;C08F255/00;;C08F8/50;;C08F210/06;;C08F255/02;;C08F2800/20;;C08L23/16;;C08L51/06,C08F255/02;;C08F8/46;;C08F210/06;;C08F255/00;;C08L23/16;;C08L51/06,525/285;;525/69;;525/207;;525/221;;525/240
536,WO,114-695-804-569-049,2006-08-31,US 2005/0023486 W,2005-06-30,HIGH IMPACT POLYMER COMPOSITIONS,EXXONMOBIL CHEM PATENTS INC;;DHARMARAJAN NARAYANASWAMI RAJA;;WILLIAMS MICHAEL GLENN;;DATTA SUDHIN;;MEKA PRASADARAO;;IYER SRIVATSAN SRINIVAS,,4,4,C08L23/10;;C08L23/0815;;C08L23/14;;C08L23/142;;C08L23/16;;C08L53/00;;C08L2205/02;;C08L2205/03;;C08L2205/035;;C08L2205/08;;C08L2207/02;;C08L23/10;;C08L23/0815;;C08L23/14;;C08L23/142;;C08L23/16;;C08L53/00;;C08L2205/02;;C08L2205/03;;C08L2205/035;;C08L2205/08;;C08L2207/02,C08L23/10;;C08L23/08;;C08L23/14;;C08L23/16;;C08L53/00,
537,US,073-848-497-315-696,2013-04-23,US 62529009 A,2009-11-24,Propylene compositions containing a pyrethroid and products made therefrom,GALLEZ VINCENT BERNARD;;EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2010-01-05),40,1,A01N25/10;;B29L2031/726;;B29L2031/731;;A01N25/10;;B29L2031/726;;B29L2031/731,A01N65/00;;A01N25/08;;A01N25/34;;A01N29/02;;A01N29/10;;A01N31/06;;B29C47/00,424/403;;424/405;;424/411;;264/176.1
538,US,111-247-443-141-689,2010-04-20,US 82534804 A,2004-04-15,Polyolefin adhesive compositions and articles made therefrom,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2004-07-01),102,60,C09J123/12;;C08L23/10;;C08L91/06;;C08L2666/24;;C09J123/10;;C09J123/12;;C08L23/10;;C08L91/06;;C08L2666/24;;C09J123/10,C08F210/00;;C08F2/00;;C08F2/38;;C08F210/06;;C08G63/91;;C08J3/00;;C08K5/01;;C08L51/00;;C09J123/10;;C09J123/12,526/348
539,WO,012-878-611-853-311,2010-12-23,US 2010/0037762 W,2010-06-08,MULTI-LAYER MICROPOROUS FILM,TORAY TONEN SPECIALTY SEPARATO;;ISHIHARA TAKESHI;;MIYAOKA SATOSHI;;EXXONMOBIL CHEM PATENTS INC,,0,0,B32B27/32;;H01M10/0525;;B32B27/08;;B32B27/18;;B32B2250/242;;B32B2270/00;;B32B2307/30;;B32B2307/308;;B32B2307/50;;B32B2307/714;;B32B2307/724;;B32B2457/10;;B01D71/26;;Y10T428/249978;;Y02E60/10;;H01M50/403;;H01M50/406;;H01M50/491;;H01M50/489;;B01D71/261;;B01D69/1212;;B01D71/262;;B32B27/32;;H01M50/403;;Y02E60/10;;B32B2323/04;;H01M10/0525;;B32B27/08;;B01D71/26;;B32B27/18;;H01M50/409;;H01M50/449;;H01M50/491;;B32B2323/10;;B32B2250/242;;B32B2270/00;;B32B2307/30;;B32B2307/308;;B32B2307/50;;B32B2307/714;;B32B2307/724;;B32B2457/10;;Y02T10/70;;B01D71/262;;B01D71/261;;B01D69/1212;;Y10T428/249978;;B32B27/32;;H01M10/0525;;B32B27/18;;B32B2270/00;;B32B2307/714;;B32B2457/10;;B32B27/08;;B32B2307/50;;B32B2307/30;;B32B2307/724;;B32B2307/308;;B32B2250/242;;B01D71/26;;Y02E60/10;;Y02T10/70;;H01M50/403;;H01M50/491;;H01M50/489;;H01M50/406;;B01D71/261;;B01D69/1212;;B01D71/262,B32B27/08;;B32B5/18;;C08J5/18;;H01M50/403;;H01M50/406;;H01M50/489;;H01M50/491,
540,US,034-498-499-811-210,2003-12-09,US 88271301 A,2001-06-15,Production of olefin derivatives,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2001-12-14),18,59,B01J8/1809;;B01J2208/00256;;B01J2208/00274;;B01J2208/00336;;B01J2219/00006;;B01J2219/00247;;C07C1/20;;C07C2529/85;;C07D301/10;;C08F10/00;;Y02P20/582;;Y02P30/20;;Y02P30/40;;Y10S585/903;;B01J8/1809;;B01J2208/00256;;B01J2208/00274;;B01J2208/00336;;B01J2219/00006;;B01J2219/00247;;C07C1/20;;C07C2529/85;;C07D301/10;;C08F10/00;;Y02P20/582;;Y02P30/20;;Y02P30/40;;Y10S585/903,B01J8/24;;C07C1/20;;C07D301/10;;C08F2/00;;C08F10/00,526/68;;526/75;;585/327;;585/407;;585/408;;585/413;;585/518;;585/520;;585/639;;585/903;;570/189;;568/459;;568/579;;568/840;;558/303
541,US,115-706-643-289-464,2014-10-16,US 201414315451 A,2014-06-26,Heterogeneous In-Situ Polymer Blend,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2014-07-10),5,8,C08L23/12;;C08F110/06;;C08F210/06;;C08L23/04;;C08L23/083;;C08L23/10;;C08L23/14;;C08L23/145;;C08L23/16;;C08L91/00;;C08L2205/03;;C08L2205/22;;C08L2207/02;;C08L2308/00;;C08L2312/00;;C08L47/00;;C08F110/06;;C08F210/06;;C08L23/04;;C08L23/083;;C08L23/10;;C08L23/12;;C08L23/14;;C08L23/145;;C08L23/16;;C08L91/00;;C08L2205/03;;C08L2205/22;;C08L2207/02;;C08L2308/00;;C08L2312/00,C08L47/00;;C08L23/12;;C08L23/14,524/525;;525/232
542,EP,167-698-906-720-754,2009-08-26,EP 05020387 A,1998-07-23,Thermoplastic polymer blends of isotactic polypropylene and alpha-olefin/propylene copolymers,EXXONMOBIL CHEM PATENTS INC,,7,0,C08L51/06;;C08F210/06;;C08L23/02;;C08L23/10;;C08L23/12;;C08L23/14;;C08L23/142;;C08L23/16;;C08L53/00;;C08L2205/02;;C08L2205/03;;C08L2314/02;;C08L2314/06;;C08L23/12;;C08F210/06;;C08J2300/22;;C08L23/0815;;C08L23/142;;C08L23/16;;C08L2205/02;;C08L2205/03;;C08L2314/02;;C08L2314/06;;C08L2666/04;;C08L51/06;;C08F210/06;;C08L23/02;;C08L23/10;;C08L23/12;;C08L23/14;;C08L23/142;;C08L23/16;;C08L53/00;;C08L2205/02;;C08L2205/03;;C08L2314/02;;C08L2314/06,C08L23/10;;C08F210/06;;C08L23/02;;C08L23/12;;C08L23/14;;C08L23/16;;C08L51/06;;C08L53/00,
543,US,056-507-203-534-059,2011-03-08,US 69863007 A,2007-01-26,Elastomeric nonwovens,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2007-01-26),25,7,B32B5/26;;A61F13/4902;;D04H1/559;;D04H1/56;;D04H3/14;;Y10T442/2344;;Y10T442/601;;Y10T442/602;;Y10T442/659;;B32B5/26;;A61F13/4902;;D04H1/559;;D04H1/56;;D04H3/14;;Y10T442/2344;;Y10T442/601;;Y10T442/602;;Y10T442/659,D04H5/04,442/328;;442/329;;442/381
544,WO,002-828-187-310-634,2014-05-08,US 2013/0063763 W,2013-10-08,ARTICLES COMPRISING BROAD MOLECULAR WEIGHT DISTRIBUTION POLYPROPYLENE RESINS,EXXONMOBIL CHEM PATENTS INC,,5,12,C08J5/18;;B29C48/0017;;B29C48/022;;B29C48/08;;B29K2023/12;;B29K2105/0085;;B29K2105/0088;;B29K2105/0094;;B29K2995/0077;;B29L2007/008;;B32B27/08;;B32B27/32;;B32B27/327;;B32B2250/24;;B32B2270/00;;B32B2307/51;;B32B2307/54;;B32B2307/558;;B32B2439/70;;C08F10/06;;C08F110/06;;C08F210/06;;C08J2323/12;;C08J2323/14;;C08J5/18;;B29C48/0017;;B29C48/022;;B29C48/08;;B29K2023/12;;B29K2105/0085;;B29K2105/0088;;B29K2105/0094;;B29K2995/0077;;B29L2007/008;;B32B27/08;;B32B27/32;;B32B27/327;;B32B2250/24;;B32B2270/00;;B32B2307/51;;B32B2307/54;;B32B2307/558;;B32B2439/70;;C08F10/06;;C08J2323/12;;C08J2327/12;;C08L2314/02;;C08J5/18;;B29C48/0017;;B29C48/022;;B29C48/08;;B29K2023/12;;B29K2105/0085;;B29K2105/0088;;B29K2105/0094;;B29K2995/0077;;B29L2007/008;;B32B27/08;;B32B27/32;;B32B27/327;;B32B2250/24;;B32B2270/00;;B32B2307/51;;B32B2307/54;;B32B2307/558;;B32B2439/70;;C08F10/06;;C08F110/06;;C08F210/06;;C08J2323/12;;C08J2327/12;;C08L2314/02,C08J5/18;;B29C48/08;;B32B27/32;;C08F10/06;;C08F210/06;;C08L23/10,
545,US,053-910-281-193-553,2018-07-10,US 201314017651 A,2013-09-04,Lubricant and fuel dispersants and methods of preparation thereof,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2015-03-16);;EXXONMOBIL RESEARCH AND ENGINEERING COMPANY (2013-08-29),24,0,C10M133/54;;C10M159/12;;C10M2205/0285;;C10M2215/26;;C10N2030/02;;C10N2030/04;;C10N2030/10;;C10N2040/25;;C10M149/04;;C10L1/1857;;C10L1/2283;;C10M133/54;;C10M145/04;;C10M159/12;;C10M2205/0285;;C10M2215/26;;C10N2030/02;;C10N2030/04;;C10N2030/10;;C10N2040/25,B01D19/04;;B21B45/02;;C07C263/00;;C10L1/185;;C10L1/228;;C10M133/06;;C10M133/54;;C10M145/04;;C10M149/04;;C10M159/12;;C10M171/00,
546,EP,184-188-651-389-209,2017-07-19,EP 13851741 A,2013-10-08,ARTICLES COMPRISING BROAD MOLECULAR WEIGHT DISTRIBUTION POLYPROPYLENE RESINS,EXXONMOBIL CHEMICAL PATENTS INC,,10,0,C08J5/18;;B29C48/0017;;B29C48/022;;B29C48/08;;B29K2023/12;;B29K2105/0085;;B29K2105/0088;;B29K2105/0094;;B29K2995/0077;;B29L2007/008;;B32B27/08;;B32B27/32;;B32B27/327;;B32B2250/24;;B32B2270/00;;B32B2307/51;;B32B2307/54;;B32B2307/558;;B32B2439/70;;C08F10/06;;C08F110/06;;C08F210/06;;C08J2323/12;;C08J2323/14;;C08J5/18;;B29C48/0017;;B29C48/022;;B29C48/08;;B29K2023/12;;B29K2105/0085;;B29K2105/0088;;B29K2105/0094;;B29K2995/0077;;B29L2007/008;;B32B27/08;;B32B27/32;;B32B27/327;;B32B2250/24;;B32B2270/00;;B32B2307/51;;B32B2307/54;;B32B2307/558;;B32B2439/70;;C08F10/06;;C08J2323/12;;C08J2327/12;;C08L2314/02;;C08J5/18;;B29C48/0017;;B29C48/022;;B29C48/08;;B29K2023/12;;B29K2105/0085;;B29K2105/0088;;B29K2105/0094;;B29K2995/0077;;B29L2007/008;;B32B27/08;;B32B27/32;;B32B27/327;;B32B2250/24;;B32B2270/00;;B32B2307/51;;B32B2307/54;;B32B2307/558;;B32B2439/70;;C08F10/06;;C08F110/06;;C08F210/06;;C08J2323/12;;C08J2327/12;;C08L2314/02,C08F110/06;;B29C48/08;;B29K23/00;;B29K105/00;;B29L7/00;;B32B27/08;;B32B27/32;;C08F10/06;;C08J5/18,
547,US,115-147-747-361-899,2013-03-05,US 48327006 A,2006-07-07,"Elastomeric compositions comprising vinylaromatic block copolymer, polypropylene, plastomer, and low molecular weight polyolefin",TSE MUN FU;;MATHEW THOTTINAL ABRAHAM;;LI FENG;;EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2006-09-20),107,14,C08L23/10;;C08L23/0815;;C08L23/18;;C08L53/02;;C08L2205/035;;C08L23/10;;C08L23/0815;;C08L23/18;;C08L53/02;;C08L2205/035,C08K5/01;;C08L23/04;;C08L23/10;;C08L53/02,524/474;;524/476;;525/98
548,US,007-795-587-007-566,2014-11-04,US 57999809 A,2009-10-15,Process for forming thermoplastic vulcanizates and extruded articles therefrom,NADELLA HARI P;;CHENG JIANYA;;EXXONMOBIL CHEM PATENTS INC,SANTOPRENE PRODUCTION PENSACOLA LLC (2021-11-23);;EXXONMOBIL CHEMICAL PATENTS INC (2009-11-09);;CELANESE INTERNATIONAL CORPORATION (2021-12-01),43,0,C08L23/16;;C08K5/14;;C08L23/10;;C08L61/00;;C08L23/16;;C08K5/14;;C08L23/10;;C08L61/00,C08F8/00;;C08K5/14;;C08L23/00;;C08L23/04;;C08L23/16,525/194;;525/240;;525/191;;525/232
549,WO,005-127-506-092-61X,2021-03-04,US 2019/0060688 W,2019-11-11,POLYOLEFIN COMPOSITIONS FOR FILMS,EXXONMOBIL CHEMICAL PATENTS INC,,18,1,B32B27/08;;B32B27/32;;B32B2250/242;;B32B2250/40;;B32B2270/00;;B32B2439/70;;C08J5/18;;C08J2323/06;;C08J2323/08;;C08J2323/10;;C08J2323/12;;C08J2423/10;;C08J2423/12;;C08L23/06;;C08L23/0815;;C08L23/10;;C08L2203/16,B32B27/32;;C08J5/18;;C08L23/08;;C08L23/10,
550,US,001-819-209-574-630,2009-11-24,US 5424705 A,2005-02-09,Plasticized polyolefin compositions,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2005-02-02),118,11,C08L23/0815;;A61L2202/24;;C08K5/0016;;C08K5/01;;C08L23/10;;C08L23/12;;C08L23/16;;C08L23/18;;C08L23/20;;C08L23/22;;C08L57/00;;C08L91/00;;C08L2205/03;;C08L2314/06;;Y10T428/2915;;C08L23/0815;;A61L2202/24;;C08K5/0016;;C08K5/01;;C08L23/10;;C08L23/12;;C08L23/16;;C08L23/18;;C08L23/20;;C08L23/22;;C08L57/00;;C08L91/00;;C08L2205/03;;C08L2314/06;;Y10T428/2915,C08K5/01;;C08J3/18;;C08L23/08;;C08L23/10;;C08L23/12;;C08L23/14;;C08L23/16;;C08L57/00;;C08L91/00,524/491;;524/490;;524/848;;524/582;;524/583;;522/157;;522/80;;428/365;;604/187
551,US,152-432-883-671-001,2019-10-10,US 201916356951 A,2019-03-18,Thermoplastic Vulcanizate Compositions,EXXONMOBIL CHEMICAL PATENTS INC,SANTOPRENE PRODUCTION PENSACOLA LLC (2021-11-23);;EXXONMOBIL CHEMICAL PATENTS INC (2019-08-27);;CELANESE INTERNATIONAL CORPORATION (2021-12-01),2,6,C08J3/005;;C08F4/65908;;C08F210/06;;C08J2323/16;;C08J2423/12;;C08L23/12;;C08L2205/22;;C08F236/045;;C08F210/02;;C08F210/06;;C08F210/18;;C08F236/20;;C08F2500/03;;C08F2500/12;;C08F2500/17;;C08F2500/21;;C08F2500/24;;C08J3/212;;C08J3/24;;C08L23/142;;C08L23/16;;C08L2205/025;;C08L2205/03;;C08L2205/08;;C08L2207/02;;C08L2207/10;;C08L2312/00;;C08L2312/02,C08L23/16;;C08J3/21;;C08J3/24,
552,WO,034-715-577-924-957,2020-10-22,US 2020/0022244 W,2020-03-12,AMIDO-BENZOQUINONE CATALYST SYSTEMS AND PROCESSES THEREOF,EXXONMOBIL CHEMICAL PATENTS INC,,3,0,C08F10/02;;C08F4/619;;C08F4/61908;;C08F4/61912;;C08F110/02;;C08F210/16,C08F210/16;;C08F4/02;;C08F4/52;;C08F4/70,
553,WO,028-625-262-917-836,2004-04-22,US 0329729 W,2003-09-22,METHODS OF FEED PURIFICATION FOR OLEFIN POLYMERIZATION,EXXONMOBIL CHEM PATENTS INC;;VIZZINI JAMES C;;POWELL TED A;;JU SHIAW,,5,7,B01D53/0423;;B01D2253/108;;B01D2253/304;;B01D2253/308;;B01D2257/206;;B01D2257/70;;B01D2259/4146;;B01J8/025;;B01J8/0278;;B01J8/0449;;B01J8/0492;;B01J8/18;;B01J8/22;;B01J2208/00884;;B01J2208/025;;B01J2219/00006;;C08F10/00;;C08F110/06;;Y02P20/151;;B01D53/0423;;B01D2253/108;;B01D2253/304;;B01D2253/308;;B01D2257/206;;B01D2257/70;;B01D2259/4146;;B01J8/025;;B01J8/0278;;B01J8/0449;;B01J8/0492;;B01J8/18;;B01J8/22;;B01J2208/00884;;B01J2208/025;;B01J2219/00006;;C08F10/00;;C08F110/06;;Y02P20/151,B01D53/04;;B01J8/02;;B01J8/04;;B01J8/18;;B01J8/22;;C08F2/00;;C08F2/01;;C08F10/00;;C08F110/06,
554,WO,074-200-807-865-816,2007-12-21,US 2007/0010097 W,2007-04-25,"PELLETIZED POLYMER FOR SOFT, DRAPEABLE NON-WOVENS",EXXONMOBIL CHEM PATENTS INC;;ROBERTS JOHN W;;WELLS BRYAN G;;RICHESON GALEN C;;FERRY WILLIAM M,,2,5,B01D39/1623;;B29B9/00;;B29B9/12;;B29B9/16;;C08F8/50;;C08K5/3435;;Y10T442/60;;B01D39/1623;;C08F8/50;;C08K5/3435;;Y10T442/60,C08F8/50;;C08J3/12,
555,US,125-482-714-653-327,2012-06-26,US 77227610 A,2010-05-03,Integrated dimethyl ether recovery from an oxygenate-to-olefins process and production of polypropylene,MCGLAMERY JR GERALD G;;SMITH LAWRENCE C;;BANCROFT JENNIFER L;;EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2010-04-20),14,2,C08F110/06;;Y02P30/20;;Y02P30/40;;C08F110/06;;Y02P30/20;;Y02P30/40,C07C2/06;;C07C1/207,585/327;;585/326;;585/502;;585/639
556,WO,114-966-298-277-327,2002-01-24,US 0121099 W,2001-07-03,PRODUCTION OF OLEFIN DERIVATIVES,EXXONMOBIL CHEM PATENTS INC,,0,19,B01J8/1809;;B01J2208/00256;;B01J2208/00274;;B01J2208/00336;;B01J2219/00006;;B01J2219/00247;;C07C1/20;;C07C2529/85;;C07D301/10;;C08F10/00;;Y02P20/582;;Y02P30/20;;Y02P30/40;;Y10S585/903;;B01J8/1809;;B01J2208/00256;;B01J2208/00274;;B01J2208/00336;;B01J2219/00006;;B01J2219/00247;;C07C1/20;;C07C2529/85;;C07D301/10;;C08F10/00;;Y02P20/582;;Y02P30/20;;Y02P30/40;;Y10S585/903,B01J8/24;;C07C1/20;;C07D301/10;;C08F2/00;;C08F10/00,
