"#",Jurisdiction,Lens ID,Publication Date,Application Number,Application Date,Title,Applicants,Owners,Cites Patent Count,Cited by Patent Count,CPC Classifications,IPCR Classifications,US Classifications
1176,US,186-006-506-908-861,2022-04-05,US 201716468623 A,2017-12-12,Heterophasic propylene copolymer,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2019-08-13),23,2,C08F210/06;;C08K3/346;;C08K5/0083;;C08K5/098;;C08K2201/014;;C08L23/12;;C08L2205/02;;C08L2207/02;;C08L2314/02;;C08L23/12;;C08F2/001;;C08F4/022;;C08F4/32;;C08F4/651;;C08F110/06;;C08F210/06;;C08F210/16;;C08K3/34;;C08K5/0083;;C08K5/098;;C08K2201/014;;C08L23/0815;;C08L23/142;;C08L23/16;;C08L2205/02;;C08L2207/02;;C08L2314/02,C08L23/12;;C08F2/00;;C08F4/02;;C08F4/32;;C08F4/651;;C08F110/06;;C08F210/06;;C08F210/16;;C08K3/34;;C08K5/00;;C08K5/098;;C08L23/08;;C08L23/14;;C08L23/16,
1177,US,162-311-124-424-28X,2013-10-22,US 56373606 A,2006-11-28,Composition and associated method,KHATUA BHANU BHUSAN;;BANDYOPADHYAY SUMANDA;;GHOSH SOUMYADEB;;SESHADRI HARI NADATHUR;;MERCX FRANCISCUS PETRUS MARIA;;SABIC INNOVATIVE PLASTICS IP,SABIC GLOBAL TECHNOLOGIES B.V (2014-04-02);;GENERAL ELECTRIC COMPANY (2006-11-20);;SHPP GLOBAL TECHNOLOGIES B.V (2020-11-01),16,8,C04B35/4682;;C01P2006/40;;C04B2235/3227;;C04B2235/3251;;C04B2235/3267;;C04B2235/3294;;C04B2235/656;;C04B2235/6565;;C04B2235/6567;;C08K3/22;;C08K2201/001;;C09C1/36;;C08K3/22;;C04B35/46;;C08K3/00;;C08L101/00;;C04B35/4682;;C01P2006/40;;C04B2235/3227;;C04B2235/3251;;C04B2235/3267;;C04B2235/3294;;C04B2235/656;;C04B2235/6565;;C04B2235/6567;;C08K3/22;;C08K2201/001;;C09C1/36,H01B1/20;;C08K3/20;;H01C7/02,252/511;;252/500;;252/502;;252/520.2;;X252 623 R;;338/20;;338/21;;X338 22 R;;219/209
1178,CN,164-783-392-660-412,2019-09-13,CN 201880009406 A,2018-03-14,PROCESS OF MAKING POLYOLEFINS,SABIC GLOBAL TECHNOLOGIES BV,,7,0,C08F110/06;;B01J8/10;;C08F2/01;;B01J8/10;;C08F4/6565;;C08F110/06,C08F2/00;;B01J8/10;;C08F4/646;;C08F4/656;;C08F110/06,
1179,EP,066-316-052-090-956,2023-11-08,EP 19817990 A,2019-12-04,POLYOLEFIN COMPOSITIONS WITH IMPROVED OXYGEN SCAVENGING CAPABILITY,SABIC GLOBAL TECHNOLOGIES BV,,3,0,B32B27/08;;B32B27/18;;B32B27/20;;B32B27/30;;B32B27/32;;B32B2250/03;;B32B2250/05;;B32B2307/732;;B32B2439/00;;C08J5/18;;C08J2323/06;;C08J2323/08;;C08J2351/06;;C08K3/01;;C08K3/014;;C08K3/08;;C08K3/11;;C08K3/30;;C08K5/0016;;C08K5/053;;C08K7/18;;C08K2003/0856;;C08K2003/3072;;C08K2201/005;;C08K13/02;;B32B27/08;;B32B27/20;;B32B27/32;;B32B2264/1056;;B32B2307/72;;B32B2307/732;;B32B2307/74;;B32B2439/70;;C08J5/18;;C08J2323/06;;C08J2323/08;;C08J2351/06;;C08K2003/0856;;C08K2003/3072;;C08K2201/005,C08K3/014;;B32B27/06;;B32B27/18;;B32B27/20;;B32B27/22;;B32B27/30;;B32B27/32;;C08K3/01;;C08K3/08;;C08K3/11;;C08K3/30;;C08K5/00;;C08K5/053;;C08K7/18;;C08L23/06,
1180,US,095-900-757-414-986,2021-11-30,US 201816494462 A,2018-03-14,Process of making polyolefins,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2019-07-29),27,0,C08F110/06;;B01J8/10;;C08F2/01;;B01J8/10;;C08F4/6565;;C08F110/06,C08F2/01;;B01J8/10;;C08F4/656;;C08F110/06,
1181,WO,018-851-676-091-440,2019-10-17,IB 2019053010 W,2019-04-11,FIBER REINFORCED COMPOSITION WITH GOOD IMPACT PERFORMANCE AND FLAME RETARDANCE,SABIC GLOBAL TECHNOLOGIES BV,,5,0,C08K7/14;;C08K9/08;;C08J5/08;;C08J2369/00;;C08J2469/00;;C08J2483/14;;C08L69/00;;C08L2201/02;;C08L2205/025;;C08L2205/035,C08K9/08;;C08K7/14,
1182,US,029-386-192-979-118,2011-09-22,US 72496210 A,2010-03-16,PLASTICALLY DEFORMABLE SPRING ENERGY MANAGEMENT SYSTEMS AND METHODS FOR MAKING AND USING THE SAME,SABIC INNOVATIVE PLASTICS IP,SABIC INNOVATIVE PLASTICS IP B.V (2010-03-10),86,18,B60R19/18;;B60R2019/186;;B60R2019/1893;;F16F1/04;;F16F7/12;;B60R19/18;;B60R19/24;;B60R19/28;;B60R2019/186;;B60R2019/1893;;B60R2021/0053;;F16F1/04;;F16F7/12;;B60R19/18;;B60R2019/186;;B60R2019/1893;;F16F1/04;;F16F7/12,B60R19/28,293/137
1183,US,056-736-225-179-309,2016-09-22,US 201415032528 A,2014-10-07,GLASS FIBRE REINFORCED POLYOLEFIN COMPOSITION,TUFANO CARMELA;;BIEMOND GERARD JAN EDUARD;;SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2016-04-05),5,9,B29C48/06;;B29B9/06;;B29B9/14;;B29B9/16;;B29C48/04;;B29C48/05;;B29C48/07;;B29C48/09;;B29C48/154;;B29C48/21;;B29C48/34;;C08J5/08;;C08J2323/12;;B29C48/06;;B29B9/06;;B29B9/14;;B29C48/04;;B29C48/05;;B29C48/07;;B29C48/09;;B29C48/154;;B29C48/21;;B29C48/34;;C03C25/30;;C08J5/043;;C08J5/08;;C08J2323/12,C08J5/04;;B29C48/04;;B29C48/05;;B29C48/06;;B29C48/07;;B29C48/09;;C03C25/30;;C08J5/08,
1184,EP,079-067-745-328-282,2020-06-03,EP 18209603 A,2018-11-30,COMPOSITIONS INCLUDING A LASER MARKING ADDITIVE AND SYSTEMS AND METHODS OF LASER MARKING THE COMPOSITIONS,SABIC GLOBAL TECHNOLOGIES BV,SHPP GLOBAL TECHNOLOGIES B.V. (2021-01-13),4,0,C09D5/00;;C08K5/3475;;A61B90/92;;B41M5/267;;C08K5/3492;;C08L69/00,C09D5/00,
1185,EP,057-263-545-256-990,2024-03-27,EP 22196754 A,2022-09-21,PROCESS FOR THE SYNTHESIS OF STERICALLY CROWDED AND SYNTHETICALLY CHALLENGING ALKYL ALKOXY SILANES USING ORGANOLITHIUM REAGENTS,SABIC GLOBAL TECHNOLOGIES BV,,2,0,C07F7/1876,C08F110/06;;C07F7/18,
1186,EP,083-322-194-511-709,2020-10-21,EP 19169991 A,2019-04-17,USE OF RENEWABLE ENERGY IN THE PRODUCTION OF CHEMICALS,SABIC GLOBAL TECHNOLOGIES BV,,4,0,B01J19/0013;;B01J2219/00132;;B01J2219/00139;;C01C1/04;;Y02E10/50;;Y02E60/36;;Y02E70/30;;Y02P20/133,B01J19/12;;C01B3/02;;C25B1/04;;F03D9/10;;H02S10/12,
1187,EP,164-573-935-120-661,2012-08-22,EP 10180057 A,2004-03-19,"Extruder screw, method",SABIC INNOVATIVE PLASTICS IP,"SABIC GLOBAL TECHNOLOGIES B.V., NL (2016-03-11);;SABIC INNOVATIVE PLASTICS IP B.V., NL (2016-02-24)",6,0,B29C48/625;;B29B7/483;;B29B7/487;;B29B7/488;;B29B7/489;;B29B7/845;;B29C48/05;;B29C48/08;;B29C48/395;;B29C48/402;;B29C48/405;;B29C48/76;;B29K2995/0089;;B29L2031/3044;;B29C48/625;;B29B7/483;;B29B7/487;;B29B7/488;;B29B7/489;;B29B7/845;;B29C48/05;;B29C48/08;;B29C48/395;;B29C48/402;;B29C48/405;;B29C48/76;;B29K2995/0089;;B29L2031/3044,B29C48/405;;B29C48/76;;B29C48/92,
1188,US,063-990-374-261-709,2020-05-21,US 201816630515 A,2018-07-13,STABLE WATER-BASED POLYMER EMULSIONS AND FIBER MODIFICATIONS FOR ENHANCED FIBER WETTING AND IMPREGNATION BASED ON CB[8] GUEST-HOST TECHNOLOGY,SABIC GLOBAL TECHNOLOGIES BV,,0,0,C08J5/06;;C08J5/10;;C08J2323/12;;C08J5/10;;C08J5/06;;C08J2323/12;;C08J2369/00;;C08J2377/00;;C08J2379/08;;C08J2381/04,C08J5/10;;C08J5/06,
1189,WO,094-284-159-814-311,2015-10-08,US 2015/0024241 W,2015-04-03,POLYCARBONATE FIBERS AND SUBSTRATES COMPRISING SAME,SABIC GLOBAL TECHNOLOGIES BV;;FLORES AMANDA MARIE,,6,3,C08G64/14;;D01D5/04;;D01D5/18;;D01D10/00;;D01F6/64;;D21H13/20;;C08G64/14;;C08J3/24;;C08J3/28;;C08J2369/00;;C08L69/00;;C08L2201/02;;C08L2201/08;;C08L2203/12;;C08L2205/16;;C08L2312/06;;C09D169/00;;D01D5/04;;D01D5/06;;D01D5/18;;D01D10/00;;D01F6/64;;D10B2505/02;;D10B2505/04;;D21H13/20,D01F6/64;;C08G64/14;;D01D5/04;;D01H5/18;;D21H13/20,
1190,US,119-206-282-359-870,2013-08-13,US 96317707 A,2007-12-21,Corner energy absorber and bumper system,CZOPEK BRIAN JOSEPH;;JAARDA ERIC JON;;KOWAL ERIC D;;SABIC INNOVATIVE PLASTICS IP,SABIC GLOBAL TECHNOLOGIES B.V (2007-08-31),61,36,B60R19/18;;B60R2019/1846;;B60R2019/186;;B60R2019/1866;;B60R19/18;;B60R2019/1846;;B60R2019/186;;B60R2019/1866;;B60R19/18;;B60R19/023;;B60R2019/1806;;B60R2019/186;;B60R2019/1893;;B62D21/152;;B60R19/18;;B60R2019/1846;;B60R2019/186;;B60R2019/1866,B60R19/18,293/102;;293/133;;293/149;;293/154
1191,WO,067-042-361-739-254,2010-03-11,US 2009/0055715 W,2009-09-02,PROCESS FOR SYNTHESIS OF IMIDAZOLIUM AND BENZIMIDAZOLIUM SURFACTANTS AND THEIR USE IN CLAYS AND NANOCOMPOSITES,SABIC INNOVATIVE PLASTICS IP;;KARANAM SREEPADARAJ;;BERTI CORRADO;;BINASSI ENRICO;;BRUNELLE DANIEL JOSEPH;;COLONNA MARTINO;;FIORINI MAURIZIO,,0,1,C07D233/58;;C07D235/08;;C07D233/58;;C07D235/08,C07D233/58;;C07D235/08,
1192,US,083-261-837-007-834,2019-09-03,US 201414912292 A,2014-08-15,Shear spun sub-micrometer fibers,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2016-03-29);;SHPP GLOBAL TECHNOLOGIES B.V (2020-11-01),39,0,D01D5/40;;D01D5/40;;B29B9/10;;D04H1/40;;D04H1/46,B29B9/10;;D01D5/40;;D04H1/40;;D04H1/46,
1193,EP,112-167-196-810-377,2017-03-29,EP 14738748 A,2014-06-17,OXYGEN BARRIER FILM FOR PIPE,SAUDI BASIC IND CORP INC;;SABIC GLOBAL TECHNOLOGIES BV,,5,0,B32B27/306;;B32B1/08;;B32B27/32;;B32B27/327;;B32B2250/05;;B32B2250/24;;B32B2250/246;;B32B2250/40;;B32B2270/00;;B32B2307/7244;;B32B2597/00;;F16L58/181;;F16L2011/047;;F16L9/12;;B32B1/08;;B32B27/306;;B32B27/32;;B32B27/327;;B32B2250/05;;B32B2250/24;;B32B2250/246;;B32B2250/40;;B32B2270/00;;B32B2307/7244;;B32B2597/00;;F16L47/02;;F16L58/181;;F16L2011/047,B32B1/08;;B32B27/30;;B32B27/32;;F16L11/04;;F16L47/02;;F16L58/18,
1194,WO,033-236-955-663-535,2019-10-03,IB 2019051824 W,2019-03-06,PEELABLE ADHESIVE PROTECTIVE FILM TO PROTECT PALM TREES FROM THE ATTACK OF RED PALM WEEVIL PEST,SABIC GLOBAL TECHNOLOGIES BV,,11,0,A01N25/00;;A01N25/24;;A01N53/00;;A01N57/16;;C09D131/04,A01N25/00;;A01N25/24;;A01N53/00;;A01N57/16;;C09D131/04,
1195,WO,055-427-067-778-633,2020-10-22,EP 2020059055 W,2020-03-31,SENSOR BASED ON A POLYOLEFIN MATRIX AND A SENSING COMPOUND,SABIC GLOBAL TECHNOLOGIES BV,,8,0,G01N31/22;;C08F4/65927;;C08F4/65912;;C08F4/6592;;C08F210/06;;G01N31/22;;C08F210/02;;C08F210/06;;C08F210/14;;C08F210/16;;B65D79/00;;C08F210/02;;C08F210/06;;G01N31/221;;G01N31/225,C08F4/639;;C08F4/659;;C08F4/6592;;C08F210/02;;C08F210/06;;G01N31/22,
1196,US,042-882-451-540-083,2021-01-05,US 201615764944 A,2016-09-27,Pipe produced with a polymer composition comprising a polyolefin,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2018-03-29),15,0,C08L23/06;;C08K3/04;;C08K3/34;;C08K5/098;;C08K5/13;;C08K5/1345;;C08K5/524;;C08L53/02;;C08L2203/18;;C08L2205/025;;C08L2207/062;;F16L9/12;;C08L23/06;;C08K3/04;;C08K3/34;;C08K5/098;;C08K5/13;;C08K5/1345;;C08K5/524;;C08L53/02;;C08L2203/18;;C08L2205/025;;C08L2207/062;;F16L9/12,C08L23/06;;C08K3/04;;C08K3/34;;C08K5/098;;C08K5/13;;C08K5/134;;C08K5/524;;C08L53/02;;F16L9/12,
1197,US,101-600-160-932-474,2020-06-09,US 201615570723 A,2016-05-02,Cross-car beam,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2015-07-02),8,1,B62D25/145;;B62D25/147;;B62D29/001;;B62D25/145;;B62D25/147;;B62D29/001,B62D25/14;;B62D29/00,
1198,US,126-462-479-212-473,2024-06-06,US 202218284950 A,2022-03-28,"PROCESS FOR THE PRODUCTION OF A GLASS FIBER REINFORCED POLYMER TAPE, AND TAPE SO PRODUCED",SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2022-04-27),0,0,B29B7/007;;B29B7/90;;B29B7/48;;B29C48/156;;B29C48/40;;B29C48/16;;B29C43/48;;B29C43/46;;B29C43/24;;B29C2043/483;;B29C48/92;;B29C2948/9258;;B29C48/0022;;B29C48/34;;B29C48/625;;B29C70/504;;B29C70/026;;B29B15/122;;B29C70/20;;B29K2023/12;;B29K2309/08;;B29K2995/0097;;B29L2007/007;;C08J5/08;;C08J2323/12;;C08K7/14,B29B15/12;;B29C70/20;;B29K23/00;;B29K309/08;;B29L7/00;;C08J5/08;;C08K7/14,
1199,US,142-627-830-366-908,2022-01-27,US 201917296139 A,2019-11-22,EXTERIOR PANEL ASSEMBLY FOR A VEHICLE,SABIC GLOBAL TECHNOLOGIES BV,,3,0,H05B3/84;;H05B2203/032;;B60S1/66;;G02B27/0006;;H05B3/84;;H05B2203/032,H05B3/84;;B60S1/66;;G02B27/00,
1200,WO,014-295-091-821-751,2017-11-02,IB 2017052451 W,2017-04-27,EXTRACTION SUBSTRATE AND METHOD FOR FABRICATION THEREOF,SABIC GLOBAL TECHNOLOGIES BV,,12,0,Y02E10/549;;Y02P70/50;;H10K77/111;;H10K50/854;;H10K50/858;;H10K2102/331;;H10K77/111;;H10K50/854;;H10K50/858;;H10K2102/331;;Y02E10/549;;Y02P70/50;;H10K50/854;;H10K50/858;;H10K71/00;;H10K77/111;;H10K85/111;;H10K85/141;;H10K2102/311;;H10K2102/331;;H10K2102/351,H10K99/00,
1201,US,028-801-563-177-798,2023-02-28,US 201917047584 A,2019-04-24,Polyethylene compositions with improved environmental stress cracking resistance and methods of use,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2019-12-03),17,0,C08L23/06;;C08L2203/10;;C08L23/06;;C08L23/20;;C08L25/08;;C08L53/02;;C08L2203/10;;C08L2203/30;;C08L2207/062,C08L23/06;;C08L23/20;;C08L25/08;;C08L53/02,
1202,US,072-655-856-437-39X,2025-01-30,US 202418916451 A,2024-10-15,USE OF RENEWABLE ENERGY IN THE PRODUCTION OF CHEMICALS,SABIC GLOBAL TECHNOLOGIES BV,,0,0,C01C1/0488;;C01C1/0417;;C01B3/48;;C01B3/12;;C01B3/50;;H01M8/0618;;C01B2203/0233;;C01B2203/025;;C01B2203/047;;C01B2203/0475;;C01B2203/068;;C01B2203/1235;;C01B2203/1241;;Y02P20/133;;C07C29/1518;;C07C31/04;;C07C1/02;;C07C7/148;;C07C11/04;;C07C11/06;;H02J15/008;;B01D53/265;;C01B3/48;;C01B2203/0233;;C01B2203/0244;;C01B2203/0261;;C01B2203/0283;;C01B2203/04;;C01B2203/061;;C01B2203/066;;C01B2203/085;;C01B2203/148;;C07C29/152;;F25J3/0233;;H01M8/0618;;H02J15/006;;C01B3/12;;C01B2203/0238;;C01B2203/0294;;C01B2203/068;;C01C1/0417;;C01C1/0488;;B01D53/047;;B01D2256/16;;B01D2256/245;;B01J19/2465;;B01J2219/00051;;C01B3/342;;C01B3/56;;C01B2203/0216;;C01C1/02;;C07C4/02;;C07C29/132;;H01M8/04201;;H01M8/0606;;H01M8/1007;;B01J6/008;;C07C4/04;;B01J4/008;;B01J19/0033;;B01J19/0053;;B01J2219/00132;;B01J2219/00761;;B01J2219/0871,B01J19/00;;B01D53/047;;B01D53/26;;B01J4/00;;B01J6/00;;B01J19/24;;C01B3/12;;C01B3/34;;C01B3/48;;C01B3/56;;C01C1/02;;C01C1/04;;C07C4/02;;C07C4/04;;C07C29/132;;C07C29/152;;F25J3/02;;H01M8/04082;;H01M8/0606;;H01M8/0612;;H01M8/1007;;H02J15/00,
1203,EP,173-302-970-276-065,2024-01-10,EP 18755897 A,2018-07-12,FIBER REINFORCED ELONGATE PROFILED OBJECT,SABIC GLOBAL TECHNOLOGIES BV,,2,0,E04G9/05;;B29C48/00;;B29C48/07;;B29C48/11;;B29C48/12;;B29C70/50;;B29L2023/004;;E04G1/153;;E04G5/08;;E04G5/14;;B29C70/50;;B29C48/07;;B29K2101/12;;B29K2105/12;;B32B2262/101;;E04G5/08,E04G9/05;;B29C70/50;;E04G1/15;;E04G5/08;;E04G5/14,
1204,US,053-501-563-525-766,2018-12-20,US 201616063315 A,2016-12-22,THERMOPLASTIC LUMINAIRES FOR INDOOR LINEAR LIGHTING SYSTEMS,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2016-01-20),1,11,F21V15/013;;F21S8/04;;F21Y2103/10;;F21V15/013;;F21S4/28;;F21S8/04;;F21V19/0055;;F21Y2103/00;;F21Y2103/10,F21V15/01;;F21S4/28;;F21S8/04;;F21V19/00,
1205,EP,163-296-281-221-236,2019-10-16,EP 18167243 A,2018-04-13,FIBER REINFORCED COMPOSITION WITH GOOD IMPACT PERFORMANCE AND FLAME RETARDANCE,SABIC GLOBAL TECHNOLOGIES BV,,5,2,C08K7/14;;C08K9/08;;C08J5/08;;C08J2369/00;;C08J2469/00;;C08J2483/14;;C08L69/00;;C08L2201/02;;C08L2205/025;;C08L2205/035,C08L69/00;;C08K3/00;;C08K7/14,
1206,WO,022-113-834-989-96X,2020-06-04,IB 2019060246 W,2019-11-27,COMPOSITIONS INCLUDING A LASER MARKING ADDITIVE AND SYSTEMS AND METHODS OF LASER MARKING THE COMPOSITIONS,SABIC GLOBAL TECHNOLOGIES BV,,4,0,C09D5/00;;C08K5/3475;;A61B90/92;;B41M5/267;;C08K5/3492;;C08L69/00,C09D5/00,
1207,US,137-014-422-620-425,2018-04-17,US 201415105028 A,2014-12-19,Catalyst system for polymerization of an olefin,SAUDI BASIC IND CORP;;SABIC GLOBAL TECHNOLOGIES BV;;BATINAS GEURTS AURORA ALEXANDRA;;ZUIDEVELD MARTIN ALEXANDER;;SMEETS BOBBY JOHANNES HENRICUS HUBERTUS,SABIC GLOBAL TECHNOLOGIES B.V (2016-08-04);;SAUDI BASIC INDUSTRIES CORPORATION (2016-08-04),66,0,C08F10/06;;C08F210/06;;C08F210/16;;C08F10/06;;C08F2/38;;C08F4/656;;C08F4/6565;;C08F10/06;;C08F210/16;;C08F2500/12;;C08F10/06;;C08F210/06;;C08F210/16,C08F210/06;;C08F10/06;;C08F210/16,
1208,WO,009-061-066-630-90X,2016-10-06,IB 2016051806 W,2016-03-30,"FLAME RETARDANT COMPOSITION, METHODS OF MANUFACTURE THEREOF AND ARTICLES COMPRISING THE SAME",SABIC GLOBAL TECHNOLOGIES BV,,7,4,C08L69/00;;C08K2003/3045;;C08L2201/02;;C08L2205/025;;C08L2205/03;;C08L69/00;;C08K3/30;;C08K5/0066;;C08K5/3492;;C08K5/49;;C08K2003/3045;;C08L83/04;;C08K5/0066;;C08K3/013;;C08K3/30;;C08K5/3492;;C08K5/49;;C08K9/00;;C08K2003/3045;;C08L69/00;;C08L83/04;;C08L69/00;;B29B7/00;;B29K2069/00;;C08K3/30;;C08K5/0066;;C08K5/13;;C08K5/3492;;C08K5/34922;;C08K5/49;;C08K2003/3045;;C08K2201/005;;C08L83/04;;C08L2666/72;;C08L2666/84,C08K3/30;;C08K5/3492;;C08K5/49,
1209,WO,093-926-389-164-495,2020-04-16,IB 2019057716 W,2019-09-12,POLYCARBONATE,SABIC GLOBAL TECHNOLOGIES BV,,12,1,C08G64/0216;;C08L69/00;;C08G64/307;;C08G64/14;;C08L69/00;;C08L101/00;;C08G2115/00;;B01J19/245;;C08G64/14;;C08G64/205;;C08G64/307;;C08G2390/00;;C08L69/00;;C08L2203/30,C08G64/02;;C08L69/00,
1210,WO,070-728-553-827-122,2019-11-14,EP 2019060861 W,2019-04-29,PROCESS FOR THE PRODUCTION OF MODIFIED POLYETHYLENE MATERIALS.,SABIC GLOBAL TECHNOLOGIES BV,,7,1,C08F255/02;;B29C2948/92704;;B29C48/022;;C08F222/06;;C08F255/02;;C08K5/14;;C08L23/06;;C08L2205/025;;C08L2205/03;;C08L2207/062;;C08L2207/066,C08F8/46;;C08F10/02;;C08F255/02,
1211,EP,069-205-069-617-491,2023-08-09,EP 17767822 A,2017-09-14,PROCESS TO PREPARE PROCATALYST FOR POLYMERIZATION OF OLEFINS,SABIC GLOBAL TECHNOLOGIES BV,,4,0,C08F110/06;;C08F2410/06;;C08F110/06,C08F110/06;;C08F4/651;;C08F4/656,
