"#",Jurisdiction,Lens ID,Publication Date,Application Number,Application Date,Title,Applicants,Owners,Cites Patent Count,Cited by Patent Count,CPC Classifications,IPCR Classifications,US Classifications
3159,US,037-944-693-513-23X,2016-07-12,US 201314039604 A,2013-09-27,Polycarbonate composition to produce optical quality products with high quality and good processability,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2013-09-26),40,0,G11B7/2534;;C08K5/103;;C08K2201/014;;C08K5/103;;C08J2300/22;;C08K5/11;;C08K2201/014;;C08L69/00;;G11B7/2534;;G11B7/2534;;C08K5/103;;C08K2201/014;;C08K2201/017;;G11B2007/25304,G11B7/2534;;C08K5/103;;G11B7/253,
3160,US,117-422-029-569-747,2011-12-29,US 82601310 A,2010-06-29,"FLAME RESISTANT POLYESTER COMPOSITIONS, METHOD OF MANUFACTURE, AND ARTICLES THEREOF",DING TIANHUA;;FONSECA RODNEY;;KIM SUNG DUG;;VAN DER WEELE CHRIS;;SABIC INNOVATIVE PLASTICS IP,SABIC GLOBAL TECHNOLOGIES B.V (2014-04-02);;SHPP GLOBAL TECHNOLOGIES B.V (2020-11-01),0,22,C08L67/02;;C08K5/34922;;C08K5/5313;;C08K7/14;;C08L25/12;;C08L51/003;;C08L67/025;;C08L67/02;;C08K5/34922;;C08K5/5313;;C08K7/14;;C08L25/12;;C08L51/003;;C08L67/025,C08K5/3492,524/101
3161,US,128-513-357-327-635,2012-11-01,US 201113282008 A,2011-10-26,LASER DIRECT STRUCTURING MATERIALS WITH ALL COLOR CAPABILITY,JI QIANG;;JIANG SIGUANG;;MENG JIRU;;WU TONG;;ZOU XIANGPING DAVID;;SABIC INNOVATIVE PLASTICS IP,SABIC GLOBAL TECHNOLOGIES B.V (2011-11-17),18,102,H05K3/185;;C08K3/2279;;C08K5/0041;;C08K9/02;;C08L69/00;;H05K1/0284;;H05K2203/107;;Y10T428/31507;;B41M5/26;;C08K3/34;;C08K9/02;;C08L77/00;;H05K3/18;;C08K3/34;;C08K3/2279;;C08K5/0041;;C08K9/02;;C08L69/00,C08L69/00;;B05D3/06;;B05D5/12;;B32B15/08;;C08K3/22;;C08K9/02,428/412;;524/407;;524/410;;427/555
3162,US,116-188-876-709-924,2012-06-05,US 73799007 A,2007-04-20,Capped poly(arylene ether) composition and method,YEAGER GARY WILLIAM;;GUO HUA;;LIN ZHIQING;;MURTUZA SHAHID;;SABIC INNOVATIVE PLASTICS IP,SABIC GLOBAL TECHNOLOGIES B.V (2014-04-02);;SHPP GLOBAL TECHNOLOGIES B.V (2020-11-01),104,0,C08G65/485;;B29K2071/12;;B29K2995/0005;;C08F283/00;;C08F283/08;;C08L23/10;;C08L33/14;;C08L51/06;;C08L71/12;;C08L71/126;;H01M8/0206;;H01M8/0213;;H01M8/0221;;H01M8/0226;;Y02E60/50;;C08G65/485;;B29K2071/12;;B29K2995/0005;;C08F283/00;;C08F283/08;;C08L23/10;;C08L33/14;;C08L51/06;;C08L71/12;;C08L71/126;;H01M8/0206;;H01M8/0213;;H01M8/0221;;H01M8/0226,C08F287/00;;C08K3/04;;C08F2/44;;C08F283/08;;C08G65/48;;C08K5/01;;C08K5/101;;C08K7/06;;C08L71/12;;C09D171/12;;H01B1/20;;H01M8/02,252/511;;252/500;;528/176;;528/192;;528/205;;525/132;;525/391
3163,US,035-409-804-357-480,2014-09-18,US 201313841802 A,2013-03-15,OPTIMIZED EMULSION DRYING PROCESS FOR MAKING MICRONIZED POLYETHERIMIDE POLYMERS,SABIC INNOVATIVE PLASTICS IP;;SABIC INNOVATIVE PLASTICS IP,SABIC GLOBAL TECHNOLOGIES B.V (2014-04-02);;SHPP GLOBAL TECHNOLOGIES B.V (2020-11-01),0,9,C08G73/105;;C08J3/14;;C08J2379/08;;C08K3/32;;Y10T428/2982;;C08G73/1046;;C08G73/105;;C08J3/14;;C08J2379/08;;C08K3/32;;C08K5/49;;Y10T428/2982,C08G73/10;;C08K3/32;;C08K5/49,524/115;;528/322;;524/414;;428/402
3164,EP,030-240-354-960-924,2019-09-18,EP 14816914 A,2014-06-24,THERMOPLASTIC POLYURETHANE AND ASSOCIATED METHOD AND ARTICLE,SABIC GLOBAL TECHNOLOGIES BV,"SABIC GLOBAL TECHNOLOGIES B.V. (2018-05-02);;SHPP GLOBAL TECHNOLOGIES B.V., NL (2021-04-30)",6,0,C08G18/4879;;C08G18/10;;C08G18/3206;;C08G18/4018;;C08G18/4238;;C08G18/4808;;C08G18/4854;;C08G18/6674;;C08G18/7671;;Y10T428/139;;C08G18/4879;;C08G18/10;;C08G18/3206;;C08G18/4018;;C08G18/4238;;C08G18/4808;;C08G18/4854;;C08G18/6674;;C08G18/7671;;Y10T428/139,C08G18/83;;C08G18/48;;C08G65/48,
3165,WO,074-654-057-413-365,2014-04-03,IB 2013058952 W,2013-09-27,POLYCARBONATE COMPOSITION TO PRODUCE OPTICAL QUALITY PRODUCTS WITH HIGH QUALITY AND GOOD PROCESSABILITY,SABIC INNOVATIVE PLASTICS IP,,8,0,G11B7/2534;;C08K5/103;;C08K2201/014;;C08K5/103;;C08J2300/22;;C08K5/11;;C08K2201/014;;C08L69/00;;G11B7/2534;;G11B7/2534;;C08K5/103;;C08K2201/014;;C08K2201/017;;G11B2007/25304,C08K5/103;;C08L69/00;;G11B7/2534,
3166,WO,125-810-700-518-458,2017-11-16,US 2017/0031877 W,2017-05-10,"CAPACITOR FILMS WITH HIGH TEMPERATURE PERFORMANCE, METHODS OF MANUFACTURE, AND ARTICLES THEREOF",SABIC GLOBAL TECHNOLOGIES BV;;MAHOOD JAMES ALAN,,4,14,C08J5/18;;C08J2369/00;;C08J2423/04;;H01G4/008;;H01G4/18;;H01G4/32;;C08J5/18;;B29C48/08;;C08G64/16;;C08G64/165;;C08J2323/08;;C08J2369/00;;C08L23/0823;;C08L69/00;;H01G4/18;;H01G4/32;;C08L69/00;;C08J5/18;;C08J2369/00;;C08J2423/04;;C08J2423/20;;C08J2445/00;;C08L2203/20;;H01G4/008;;H01G4/18;;H01G4/32,C08J5/18;;C08J5/22;;H01G4/00,
3167,EP,143-316-639-156-61X,2019-05-29,EP 16725581 A,2016-04-26,MULTI-LAYER MATERIALS AND ARTICLES MADE THEREFROM AND METHODS OF MAKING,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V. (2018-05-02),3,0,B32B27/08;;B32B27/36;;B32B27/365;;B32B2250/244;;B32B2307/412;;B32B2307/7244;;B32B2439/60;;B32B2439/70;;B32B1/00;;B32B27/08;;B32B27/36;;B32B27/365;;B32B2307/7244;;B32B2439/60;;B32B2439/70;;B32B2439/80;;B32B1/00;;B32B27/08;;B32B27/365;;B32B2250/244;;B32B2307/412;;B32B2307/7244;;B32B2439/60;;B32B2439/70;;B32B27/36;;B32B1/00;;B32B2439/80,B32B27/08;;B32B1/00;;B32B27/36,
3168,US,141-592-974-763-618,2016-11-24,US 201515022946 A,2015-01-26,Halogen Free Flame Retardant Polycarbonate/Thermoplastic Polyester Molding Compositions with Polymeric Phosphorus Flame Retardant,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2016-03-25),2,7,C08L69/00;;C08L67/02;;C08L67/02;;C08G77/442;;C08G77/448;;C08K5/5333;;C08L69/00;;C08L83/04;;C08L83/10;;C08L85/02;;C08L2201/02;;C08L2201/22;;C09K21/14;;C08L69/00;;C08L67/02;;C08L2201/02;;C08L2201/22;;C08L2205/025;;C08L2205/03;;C08L2205/035,C08L69/00,
3169,WO,016-860-725-756-413,2017-12-21,IB 2017053326 W,2017-06-06,POLYCARBONATE-BASED THERMAL CONDUCTIVITY AND DUCTILITY ENHANCED POLYMER COMPOSITIONS AND USES THEREOF,SABIC GLOBAL TECHNOLOGIES BV,,3,12,C08L69/00;;C08K2201/001;;C08L2205/035;;C08L69/00;;C08J7/14;;C08K3/04;;C08K3/22;;C08K3/34;;C08K3/38;;C08L23/06;;C08L23/26;;C08L51/06;;C08L55/02;;C08L67/02;;C09K5/14;;B29C45/0001;;B29C48/022;;B29K2069/00;;B29K2509/08;;B29K2995/0013;;B29K2995/0089;;C08K2201/001;;C08L69/00;;C08L2205/025;;C08L2205/035,C08L69/00,
3170,EP,102-619-565-066-216,2018-05-16,EP 12726872 A,2012-05-24,EMI SHIELDING MATERIAL HAVING IMPROVED DELAMINATION BEHAVIOR,SABIC GLOBAL TECHNOLOGIES BV,"SABIC GLOBAL TECHNOLOGIES B.V. (2018-05-02);;SHPP GLOBAL TECHNOLOGIES B.V., NL (2021-04-30)",2,0,C08L83/10;;C08L2205/03;;C08K7/06;;C08L69/00;;C08L83/10;;H05K9/0081;;B32B27/28;;C08K7/06;;C08L69/00;;C08L83/10,C08L83/10;;C08L69/00,
3171,US,024-033-423-692-46X,2020-08-11,US 201716308185 A,2017-06-06,Polycarbonate-based thermal conductivity and ductility enhanced polymer compositions and uses thereof,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2016-06-21);;SHPP GLOBAL TECHNOLOGIES B.V (2020-11-01),21,1,C08L69/00;;C08K2201/001;;C08L2205/035;;C08L69/00;;C08J7/14;;C08K3/04;;C08K3/22;;C08K3/34;;C08K3/38;;C08L23/06;;C08L23/26;;C08L51/06;;C08L55/02;;C08L67/02;;C09K5/14;;B29C45/0001;;B29C48/022;;B29K2069/00;;B29K2509/08;;B29K2995/0013;;B29K2995/0089;;C08K2201/001;;C08L69/00;;C08L2205/025;;C08L2205/035,C09K5/14;;B29C45/00;;B29C48/00;;B29K69/00;;B29K509/08;;C08L69/00,
3172,EP,036-196-317-209-368,2017-03-29,EP 02780445 A,2002-10-10,"CONDUCTIVE POLYPHENYLENE ETHER-POLYAMIDE COMPOSITION, METHOD OF MANUFACTURE THEREOF, AND ARTICLE DERIVED THEREFROM",SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V. (2016-06-01);;SABIC INNOVATIVE PLASTICS IP B.V. (2008-09-24),1,1,H01B1/24;;C08G2261/514;;C08L71/12;;C08L71/123;;C08L77/00;;C08L77/02;;C08L77/06;;H01B1/128;;H01B1/20;;H01B1/22;;H01B1/24;;C08G2261/514;;C08L71/12;;C08L71/123;;C08L77/00;;C08L77/02;;C08L77/06;;H01B1/128;;H01B1/20;;H01B1/22,C08L77/06;;C08K3/00;;C08L71/12;;C08L77/00;;C08L77/02;;H01B1/12;;H01B1/20;;H01B1/22;;H01B1/24,
3173,US,096-139-115-592-229,2014-05-06,US 82601310 A,2010-06-29,"Flame resistant polyester compositions, method of manufacture, and articles thereof",DING TIANHUA;;FONSECA RODNEY;;KIM SUNG DUG;;VAN DER WEELE CHRIS;;SABIC INNOVATIVE PLASTICS IP,SABIC GLOBAL TECHNOLOGIES B.V (2014-04-02);;SHPP GLOBAL TECHNOLOGIES B.V (2020-11-01),99,7,C08L67/02;;C08K5/34922;;C08K5/5313;;C08K7/14;;C08L25/12;;C08L51/003;;C08L67/025;;C08L67/02;;C08K5/34922;;C08K5/5313;;C08K7/14;;C08L25/12;;C08L51/003;;C08L67/025,C08K5/3492;;C08K3/34;;C08K5/53;;C08L67/02,524/101;;524/100;;524/123;;524/504;;523/201;;523/210
3174,WO,179-260-558-822-656,2018-10-04,US 2018/0025087 W,2018-03-29,THERMOPLASTIC BLENDS WITH HIGH BONDING STRENGTH,SABIC GLOBAL TECHNOLOGIES BV;;HE YUANQING,,2,2,C08L69/00;;C08K3/013;;C08L67/02;;C08L69/00;;C08K3/013;;C08K3/40;;C08K5/005;;C08K5/11;;C08K5/1515;;C08K5/524;;C08L67/02;;C08L2205/025;;C08L2205/03;;C08L69/00;;C08K3/40;;C08K5/103;;C08L2205/025;;C08L2205/035,C08L67/02;;C08K3/013;;C08L69/00,
3175,EP,003-475-187-046-234,2011-06-15,EP 08867737 A,2008-12-23,"IONOMERIC POLYESTER COPOLYMER/ ORGANOCLAY NANOCOMPOSITES, METHOD OF MANUFACTURE, AND ARTICLES FORMED THEREFROM",SABIC INNOVATIVE PLASTICS IP,"SABIC GLOBAL TECHNOLOGIES B.V., NL (2016-03-11);;SABIC INNOVATIVE PLASTICS IP B.V., NL (2016-02-24)",2,0,C08K5/098;;C08K5/1515;;C08K2201/008;;C08L101/02;;C08K5/098;;C08K5/1515;;C08K2201/008;;C08L101/02,C08K5/098;;C08K5/1515;;C08K9/04;;C08L67/02,
3176,EP,190-289-972-431-666,2019-08-28,EP 16701953 A,2016-01-29,"CONTINUOUS PROCESS FOR MAKING POLYBUTYLENE TEREPHTHALATE USING PURIFIED TEREPHTHALIC ACID AND 1,4-BUTANE DIOL",SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V. (2018-05-02),2,0,C08G63/183;;B01J2219/00006;;C08G63/785;;C08G63/183;;B01J19/18;;B01J2219/00006;;C08G63/78;;C08G63/785;;C08G63/85;;C08G63/183;;B01J2219/00006;;C08G63/785,C08G63/183;;B01J19/18;;C08G63/78,
3177,US,078-120-368-872-656,2024-07-04,US 202218288240 A,2022-04-22,SCRATCH - RESISTANT POLYCARBONATE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2022-04-27),0,0,C08L69/00;;C08K5/20;;C08L69/00;;C08L91/06;;C08K5/20;;B60R13/00;;C08L2203/20;;C08K5/20;;C08L69/00;;C08L2203/30,C08K5/20;;C08L69/00,
3178,EP,180-834-972-969-122,2017-12-06,EP 16171865 A,2016-05-30,POLYOLEFIN FOAM COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V. (2018-05-02),6,5,C08K5/101;;C08J9/0014;;C08J9/0023;;C08J9/0028;;C08J9/141;;C08J2201/03;;C08J2203/14;;C08J2323/06;;C08K5/16;;C08K5/20;;C08L2203/14;;C08J9/0028;;C08J9/0023;;C08J9/141;;C08J2203/14;;C08J2323/06;;C08K5/103;;C08K5/11;;C08K5/20;;C08L23/06;;C08L2207/066,C08K5/16,
3179,US,039-286-500-401-815,2024-11-14,US 202218290053 A,2022-05-11,POLYURETHANE BASED HOT MELT ADHESIVE,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2022-06-21),0,0,C08G2170/20;;C09J175/04;;C08G18/69;;C08G18/72;;C08G18/6204;;C08G18/6212;;C08G18/7671;;C08G2120/00;;C08G18/758;;C08G18/73;;C09J175/04;;C08G18/6204;;C08G18/6212;;C08G18/69;;C08G18/72;;C08G18/73;;C08G18/758;;C08G18/7671;;C08G2170/20;;C08G18/6204;;C08G18/7671;;C08G2170/20;;C09J175/04,C09J175/04;;C08G18/62;;C08G18/76,
3180,US,088-838-003-214-55X,2009-04-28,US 71442803 A,2003-11-13,Resin composition for wire and cable covering material,SABIC INNOVATIVE PLASTICS IP,SABIC GLOBAL TECHNOLOGIES B.V (2007-08-31);;GENERAL ELECTRIC COMPANY (2003-11-13),49,7,C08K5/523;;C08L23/0815;;C08L25/04;;C08L25/06;;C08L53/02;;C08L71/12;;C08L71/123;;C08K5/523;;C08L23/0815;;C08L25/04;;C08L25/06;;C08L53/02;;C08L71/12;;C08L71/123,C08L71/12;;C08K5/00;;C08K5/49;;C08K5/523;;C08K5/524;;C08L23/02;;C08L23/08;;C08L25/04;;C08L25/06;;C08L53/02;;H01B3/28;;H01B3/42;;H01B3/44;;H01B7/295,524/127;;524/145;;524/370;;524/525;;524/528;;524/540
3181,WO,157-426-688-332-769,2017-04-06,IB 2016055838 W,2016-09-29,DISPLAY DEVICE AND METHOD OF INCREASING THE TRANSMITTANCE OF A DISPLAY DEVICE,SABIC GLOBAL TECHNOLOGIES BV,,2,0,G02F1/133617;;G02F2202/36;;G02F1/133617;;G02F2202/36;;G02F1/133617;;G02F1/133528;;G02F1/133614;;G02F1/133621;;G02F1/1368;;G02F2202/36,G02F1/13357;;G02F1/1335,
3182,EP,163-859-937-156-964,2020-04-15,EP 17720831 A,2017-05-05,POLYOLEFIN FOAM COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,,2,0,C08K5/101;;C08J9/0014;;C08J9/0023;;C08J9/0028;;C08J9/141;;C08J2201/03;;C08J2203/14;;C08J2323/06;;C08K5/16;;C08K5/20;;C08L2203/14;;C08J9/0028;;C08J9/0023;;C08J9/141;;C08J2203/14;;C08J2323/06;;C08K5/103;;C08K5/11;;C08K5/20;;C08L23/06;;C08L2207/066,C08K5/103;;C08J5/18;;C08J9/14;;C08K5/20;;C08L23/02;;C08L23/04,
3183,EP,199-371-592-711-500,2009-09-16,EP 04814583 A,2004-12-16,POLYCARBONATE POLYESTER MOLDING COMPOSITION,SABIC INNOVATIVE PLASTICS IP,"SABIC GLOBAL TECHNOLOGIES B.V., NL (2016-03-11);;SABIC INNOVATIVE PLASTICS IP B.V. (2008-09-24);;GENERAL ELECTRIC COMPANY (2007-06-06);;SABIC INNOVATIVE PLASTICS IP B.V., NL (2016-02-24)",2,0,C08L67/02;;C08L25/14;;C08L69/00;;C08L67/03;;C08L69/00;;C08L67/02;;C08L25/14;;C08L69/00,C08L69/00;;C08G63/199;;C08L25/14;;C08L67/02,
3184,US,164-467-095-666-83X,2020-09-08,US 201615778456 A,2016-11-21,Method for producing high-quality feedstock for a steam cracking process,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2018-06-05),20,1,C10G53/06;;C10G55/04;;C10G2300/1085;;C10G2300/1096;;C10G2300/301;;C10G2300/44;;C10G53/06;;C10G55/04;;C10G2300/44;;C10G2300/1037;;C10G2300/301;;C10G53/06;;C10G55/04;;C10G2300/1085;;C10G2300/1096;;C10G2300/301;;C10G2300/44,C10G55/00;;C10G53/06;;C10G55/04,
3185,WO,198-698-636-889-182,2017-12-07,EP 2017060778 W,2017-05-05,POLYOLEFIN FOAM COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,,6,0,C08K5/101;;C08J9/0014;;C08J9/0023;;C08J9/0028;;C08J9/141;;C08J2201/03;;C08J2203/14;;C08J2323/06;;C08K5/16;;C08K5/20;;C08L2203/14;;C08J9/0028;;C08J9/0023;;C08J9/141;;C08J2203/14;;C08J2323/06;;C08K5/103;;C08K5/11;;C08K5/20;;C08L23/06;;C08L2207/066,C08K5/103;;C08J5/18;;C08J9/30;;C08K5/20;;C08L23/02;;C08L23/04,
3186,US,043-661-654-253-33X,2018-11-01,US 201615763540 A,2016-09-29,DISPLAY DEVICE AND METHOD OF INCREASING THE TRANSMITTANCE OF A DISPLAY DEVICE,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2015-09-30),1,7,G02F1/133617;;G02F2202/36;;G02F1/133617;;G02F2202/36;;G02F1/133617;;G02F1/133528;;G02F1/133614;;G02F1/133621;;G02F1/1368;;G02F2202/36,G02F1/1335;;G02F1/1368,
3187,WO,198-579-057-119-915,2022-11-10,EP 2022060699 W,2022-04-22,SCRATCH - RESISTANT POLYCARBONATE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,,9,0,C08L69/00;;C08K5/20;;C08L69/00;;C08L91/06;;C08K5/20;;B60R13/00;;C08L2203/20;;C08K5/20;;C08L69/00;;C08L2203/30,C08L69/00;;C08K5/20,
3188,EP,003-650-363-446-604,2021-09-08,EP 18779389 A,2018-10-03,POLYOLEFIN COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,,3,0,C08L23/0815;;C08L2203/10;;C08L2203/16;;C08L2205/03;;C08L2207/064;;C08L23/12;;C08L23/0815;;C08L53/025;;C08L2203/02;;C08L2203/10;;C08L2203/16;;C08L2205/03;;C08L2207/04;;C08L2207/064,C08L23/08,
3189,US,064-595-518-402-627,2014-09-04,US 201214352465 A,2012-10-18,METHODS FOR ENHANCING FLAME RETARDANCE OF MOLDED POLYMERIC MATERIALS,SABIC INNOVATIVE PLASTICS IP,SABIC GLOBAL TECHNOLOGIES B.V (2014-04-02),0,0,B29C45/766;;B29C45/0001;;B29C2945/76006;;B29C2945/7604;;B29C2945/7611;;B29C2945/7619;;B29C2945/76224;;B29C2945/76257;;B29C2945/7629;;B29K2069/00;;B29K2995/0016;;B29K2995/0026;;B29C45/766;;B29C45/0001;;B29C2945/76006;;B29C2945/7604;;B29C2945/7611;;B29C2945/7619;;B29C2945/76224;;B29C2945/76257;;B29C2945/7629;;B29K2069/00;;B29K2995/0016;;B29K2995/0026;;B29C45/76;;B29C45/00;;B29C45/0001;;B29C45/766;;B29C2945/76006;;B29C2945/7604;;B29C2945/7611;;B29C2945/7619;;B29C2945/76224;;B29C2945/76257;;B29C2945/7629;;B29K2069/00;;B29K2995/0016;;B29K2995/0026;;C08G64/00,B29C45/76;;B29C45/00;;C08G64/00,528/370;;264/40.1;;264/328.1
3190,US,025-279-398-654-07X,2019-02-21,US 201615778456 A,2016-11-21,METHOD FOR PRODUCING HIGH-QUALITY FEEDSTOCK FOR A STEAM CRACKING PROCESS,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2018-06-05),2,4,C10G53/06;;C10G55/04;;C10G2300/1085;;C10G2300/1096;;C10G2300/301;;C10G2300/44;;C10G53/06;;C10G55/04;;C10G2300/44;;C10G2300/1037;;C10G2300/301;;C10G53/06;;C10G55/04;;C10G2300/1085;;C10G2300/1096;;C10G2300/301;;C10G2300/44,C10G55/04,
3191,WO,021-302-909-282-392,2014-03-20,US 2013/0058673 W,2013-09-09,SHEET FOR LED LIGHT COVER APPLICATION,SABIC INNOVATIVE PLASTICS IP;;BASTAWROS ADEL FAWZY,,5,0,G02B3/0056;;G02B5/0215;;G02B5/0242;;G02B5/0278;;G02B3/0056;;G02B5/0215;;G02B5/0242;;G02B5/0278;;G02B3/0056;;G02B5/0215;;G02B5/0242;;G02B5/0278,G02B5/02;;G02B3/00,
3192,WO,024-815-601-950-852,2022-11-17,EP 2022062861 W,2022-05-11,POLYURETHANE BASED HOT MELT ADHESIVE,SABIC GLOBAL TECHNOLOGIES BV,,4,0,C08G2170/20;;C09J175/04;;C08G18/69;;C08G18/72;;C08G18/6204;;C08G18/6212;;C08G18/7671;;C08G2120/00;;C08G18/758;;C08G18/73;;C09J175/04;;C08G18/6204;;C08G18/6212;;C08G18/69;;C08G18/72;;C08G18/73;;C08G18/758;;C08G18/7671;;C08G2170/20;;C08G18/6204;;C08G18/7671;;C08G2170/20;;C09J175/04,C08G18/69;;B32B27/40;;C08G18/62;;C08G18/72;;C08G18/73;;C08G18/75;;C08G18/76;;C09J175/04,
3193,US,048-912-398-880-451,2016-04-05,US 201213610809 A,2012-09-11,Sheet for LED light cover application,CHEN ZHE;;SUN YAFENG;;BASTAWROS ADEL FAWZY;;SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2012-09-11),33,3,G02B3/0056;;G02B5/0215;;G02B5/0242;;G02B5/0278;;G02B3/0056;;G02B5/0215;;G02B5/0242;;G02B5/0278;;G02B3/0056;;G02B5/0215;;G02B5/0242;;G02B5/0278,F21V5/00;;F21V3/00;;F21V11/00;;G02B3/00;;G02B5/02;;G02B17/00;;G02B27/00;;G03B21/60,
3194,WO,041-239-058-491-538,2022-11-17,EP 2022062533 W,2022-05-10,HOT MELT ADHESIVE COMPRISING FUNCTIONALIZED POLYOLEFINS,SABIC GLOBAL TECHNOLOGIES BV,,3,4,C09J123/147;;C09J123/26;;C08F210/06;;C08F8/14;;C08F4/65912;;C08F2810/50;;C09J123/147;;C09J123/26;;C08F210/06;;C08F8/14;;C08F4/65912;;C08F2810/50;;C09J5/06;;C09J123/147;;C09J123/26;;C09J2423/10,C09J123/14;;C08F4/659;;C08F8/14;;C08F210/06;;C09J123/26,
3195,US,046-505-872-552-754,2014-03-13,US 201213610809 A,2012-09-11,SHEET FOR LED LIGHT COVER APPLICATION,CHEN ZHE;;SUN YAFENG;;BASTAWROS ADEL FAWZY;;SABIC INNOVATIVE PLASTICS IP,SABIC GLOBAL TECHNOLOGIES B.V (2012-09-11),23,11,G02B3/0056;;G02B5/0215;;G02B5/0242;;G02B5/0278;;G02B3/0056;;G02B5/0215;;G02B5/0242;;G02B5/0278;;G02B3/0056;;G02B5/0215;;G02B5/0242;;G02B5/0278,F21V3/04;;G02B5/02,362/311.02;;362/355
3196,US,150-635-688-266-470,2015-11-10,US 201313841802 A,2013-03-15,Optimized emulsion drying process for making micronized polyetherimide polymers,SABIC INNOVATIVE PLASTICS IP;;SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2014-04-02);;SHPP GLOBAL TECHNOLOGIES B.V (2020-11-01),8,7,C08G73/105;;C08J3/14;;C08J2379/08;;C08K3/32;;Y10T428/2982;;C08G73/1046;;C08G73/105;;C08J3/14;;C08J2379/08;;C08K3/32;;C08K5/49;;Y10T428/2982,C08L51/04;;C08G73/10;;C08J3/14;;C08K3/32;;C08K5/49,
3197,WO,034-656-726-968-076,2017-06-08,EP 2016078300 W,2016-11-21,METHOD FOR PRODUCING HIGH-QUALITY FEEDSTOCK FOR A STEAM CRACKING PROCESS,SABIC GLOBAL TECHNOLOGIES BV,,4,4,C10G53/06;;C10G55/04;;C10G2300/1085;;C10G2300/1096;;C10G2300/301;;C10G2300/44;;C10G53/06;;C10G55/04;;C10G2300/44;;C10G2300/1037;;C10G2300/301;;C10G53/06;;C10G55/04;;C10G2300/1085;;C10G2300/1096;;C10G2300/301;;C10G2300/44,C10G53/06;;C10G55/04,
3198,WO,095-037-320-832-187,2024-04-25,EP 2023077202 W,2023-10-02,HYDROSTABLE THERMOPLASTIC COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,,7,0,C08L69/00;;C08L2205/03,C08L69/00,
3199,US,172-114-579-294-389,2020-10-08,US 201716305097 A,2017-05-05,POLYOLEFIN FOAM COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2018-11-13),0,2,C08K5/101;;C08J9/0014;;C08J9/0023;;C08J9/0028;;C08J9/141;;C08J2201/03;;C08J2203/14;;C08J2323/06;;C08K5/16;;C08K5/20;;C08L2203/14;;C08J9/0028;;C08J9/0023;;C08J9/141;;C08J2203/14;;C08J2323/06;;C08K5/103;;C08K5/11;;C08K5/20;;C08L23/06;;C08L2207/066,C08J9/00;;C08J9/14;;C08K5/103;;C08K5/11;;C08K5/20;;C08L23/06,
3200,WO,155-720-950-415-872,2022-10-13,EP 2022058828 W,2022-04-04,THERMOPLASTIC COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,,8,0,C08L69/00;;C08L2205/03;;C08L69/00;;C08L67/02;;C08K7/14;;C08L23/0884;;C08L51/04;;C08L55/02;;B29C45/0001;;C08L2205/03;;C08L69/00;;C08L2205/03,C08L69/00,
3201,EP,027-666-092-606-633,2021-06-30,EP 18701319 A,2018-01-22,PROCESS FOR PRODUCING PIPE BY BIAXIAL ELONGATION,SABIC GLOBAL TECHNOLOGIES BV,,15,0,B29L2023/22;;B29D23/001;;B29K2023/0625;;B29K2023/0633;;B29K2023/065;;B29C55/26;;F16L9/12;;B29C55/005;;B29C55/26;;B29K2023/0625;;B29K2023/0633;;B29K2023/065;;B29K2995/0063;;B29L2023/22,B29C55/26;;B29C48/90;;B29D23/00;;B29K23/00;;B29L23/00;;F16L9/127;;F16L11/04,
